------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
|          |      3  |      1.1533  |     0.8613  |   0.8317  |               |              1.4898  |
|          |      4  |      1.1084  |     0.8916  |   0.8455  |               |              1.8372  |
|          |      5  |      1.0889  |     0.9072  |   0.8603  |               |              2.1858  |
|          |      6  |      1.0684  |     0.9131  |   0.8965  |               |              2.5330  |
|          |      7  |      1.0293  |     0.9336  |   0.8935  |               |              2.8807  |
|          |      8  |      0.9561  |     0.9707  |   0.9262  |               |              3.2279  |
|          |      9  |      0.9424  |     0.9795  |   0.9329  |               |              3.5474  |
|          |   eval  |      0.9424  |     0.9795  |   0.9329  |       0.9419  |              3.6965  |
------------------------------------------------------------------------------------------------------
|       5  |      0  |      1.4238  |     0.7188  |   0.6483  |               |              0.3855  |
|          |      1  |      1.2588  |     0.8057  |   0.6361  |               |              0.7641  |
|          |      2  |      1.2080  |     0.8301  |   0.7349  |               |              1.1419  |
|          |      3  |      1.1611  |     0.8613  |   0.7815  |               |              1.4898  |
|          |      4  |      1.1162  |     0.8838  |   0.8322  |               |              1.8372  |
|          |      5  |      1.0996  |     0.9004  |   0.8548  |               |              2.1849  |
|          |      6  |      1.0439  |     0.9209  |   0.8894  |               |              2.5321  |
|          |      7  |      1.0254  |     0.9307  |   0.9004  |               |              2.8797  |
|          |      8  |      0.9634  |     0.9727  |   0.9258  |               |              3.2270  |
|          |      9  |      0.9468  |     0.9678  |   0.9332  |               |              3.5465  |
|          |   eval  |      0.9468  |     0.9678  |   0.9332  |       0.9419  |              3.6957  |
------------------------------------------------------------------------------------------------------
|       6  |      0  |      1.4551  |     0.6963  |   0.6382  |               |              0.3854  |
|          |      1  |      1.2793  |     0.7891  |   0.6548  |               |              0.7640  |
|          |      2  |      1.1934  |     0.8330  |   0.7845  |               |              1.1419  |
|          |      3  |      1.1367  |     0.8828  |   0.8379  |               |              1.4897  |
|          |      4  |      1.1094  |     0.8877  |   0.8558  |               |              1.8370  |
|          |      5  |      1.0996  |     0.8867  |   0.8463  |               |              2.1846  |
|          |      6  |      1.0625  |     0.9062  |   0.8892  |               |              2.5318  |
|          |      7  |      1.0254  |     0.9336  |   0.9026  |               |              2.8795  |
|          |      8  |      0.9648  |     0.9619  |   0.9181  |               |              3.2269  |
|          |      9  |      0.9390  |     0.9824  |   0.9327  |               |              3.5463  |
|          |   eval  |      0.9390  |     0.9824  |   0.9327  |       0.9406  |              3.6955  |
------------------------------------------------------------------------------------------------------
|       7  |      0  |      1.3926  |     0.7188  |   0.6712  |               |              0.3856  |
|          |      1  |      1.2803  |     0.7998  |   0.6205  |               |              0.7642  |
|          |      2  |      1.1777  |     0.8506  |   0.8037  |               |              1.1421  |
|          |      3  |      1.1611  |     0.8535  |   0.8408  |               |              1.4900  |
|          |      4  |      1.1152  |     0.8877  |   0.8323  |               |              1.8373  |
|          |      5  |      1.0752  |     0.9053  |   0.8308  |               |              2.1851  |
|          |      6  |      1.0439  |     0.9209  |   0.8979  |               |              2.5323  |
|          |      7  |      1.0225  |     0.9385  |   0.9067  |               |              2.8799  |
|          |      8  |      0.9722  |     0.9609  |   0.9234  |               |              3.2272  |
|          |      9  |      0.9380  |     0.9814  |   0.9324  |               |              3.5467  |
|          |   eval  |      0.9380  |     0.9814  |   0.9324  |       0.9396  |              3.6960  |
------------------------------------------------------------------------------------------------------
|       8  |      0  |      1.4424  |     0.6963  |   0.5259  |               |              0.3854  |
|          |      1  |      1.3027  |     0.7861  |   0.7190  |               |              0.7640  |
|          |      2  |      1.2031  |     0.8418  |   0.7393  |               |              1.1419  |
|          |      3  |      1.1533  |     0.8584  |   0.8280  |               |              1.4899  |
|          |      4  |      1.1475  |     0.8662  |   0.8651  |               |              1.8370  |
|          |      5  |      1.0938  |     0.8984  |   0.8860  |               |              2.1846  |
|          |      6  |      1.0469  |     0.9219  |   0.8878  |               |              2.5320  |
|          |      7  |      1.0352  |     0.9248  |   0.9003  |               |              2.8798  |
|          |      8  |      0.9688  |     0.9590  |   0.9237  |               |              3.2271  |
|          |      9  |      0.9409  |     0.9775  |   0.9303  |               |              3.5466  |
|          |   eval  |      0.9409  |     0.9775  |   0.9303  |       0.9374  |              3.6958  |
------------------------------------------------------------------------------------------------------
|       9  |      0  |      1.4277  |     0.7051  |   0.6789  |               |              0.3855  |
|          |      1  |      1.2754  |     0.8008  |   0.6762  |               |              0.7642  |
|          |      2  |      1.2109  |     0.8223  |   0.7919  |               |              1.1420  |
|          |      3  |      1.1660  |     0.8486  |   0.6878  |               |              1.4899  |
|          |      4  |      1.1006  |     0.8818  |   0.8561  |               |              1.8372  |
|          |      5  |      1.0938  |     0.8877  |   0.8538  |               |              2.1849  |
|          |      6  |      1.0342  |     0.9277  |   0.8917  |               |              2.5322  |
|          |      7  |      1.0078  |     0.9463  |   0.8978  |               |              2.8799  |
|          |      8  |      0.9614  |     0.9727  |   0.9187  |               |              3.2272  |
|          |      9  |      0.9321  |     0.9805  |   0.9331  |               |              3.5467  |
|          |   eval  |      0.9321  |     0.9805  |   0.9331  |       0.9388  |              3.6959  |
------------------------------------------------------------------------------------------------------
|      10  |      0  |      1.4365  |     0.6924  |   0.6612  |               |              0.3855  |
|          |      1  |      1.2842  |     0.8018  |   0.6732  |               |              0.7640  |
|          |      2  |      1.1992  |     0.8398  |   0.7073  |               |              1.1419  |
|          |      3  |      1.1484  |     0.8594  |   0.8543  |               |              1.4898  |
|          |      4  |      1.1240  |     0.8770  |   0.8633  |               |              1.8370  |
|          |      5  |      1.0840  |     0.8975  |   0.8422  |               |              2.1846  |
|          |      6  |      1.0625  |     0.9062  |   0.8800  |               |              2.5318  |
|          |      7  |      1.0273  |     0.9248  |   0.8991  |               |              2.8795  |
|          |      8  |      0.9697  |     0.9658  |   0.9272  |               |              3.2268  |
|          |      9  |      0.9438  |     0.9805  |   0.9334  |               |              3.5463  |
|          |   eval  |      0.9438  |     0.9805  |   0.9334  |       0.9400  |              3.6955  |
------------------------------------------------------------------------------------------------------
|      11  |      0  |      1.4258  |     0.7031  |   0.6870  |               |              0.3854  |
|          |      1  |      1.2949  |     0.7822  |   0.6239  |               |              0.7640  |
|          |      2  |      1.1992  |     0.8379  |   0.7664  |               |              1.1419  |
|          |      3  |      1.1777  |     0.8418  |   0.8152  |               |              1.4897  |
|          |      4  |      1.1348  |     0.8799  |   0.8483  |               |              1.8371  |
|          |      5  |      1.0918  |     0.8945  |   0.8300  |               |              2.1849  |
|          |      6  |      1.0537  |     0.9150  |   0.8930  |               |              2.5321  |
|          |      7  |      1.0303  |     0.9209  |   0.8969  |               |              2.8799  |
|          |      8  |      0.9658  |     0.9668  |   0.9211  |               |              3.2272  |
|          |      9  |      0.9443  |     0.9746  |   0.9317  |               |              3.5468  |
|          |   eval  |      0.9443  |     0.9746  |   0.9317  |       0.9386  |              3.6961  |
------------------------------------------------------------------------------------------------------
|      12  |      0  |      1.4521  |     0.7139  |   0.6804  |               |              0.3853  |
|          |      1  |      1.2500  |     0.8047  |   0.7723  |               |              0.7639  |
|          |      2  |      1.2129  |     0.8340  |   0.7784  |               |              1.1419  |
|          |      3  |      1.1494  |     0.8633  |   0.8311  |               |              1.4899  |
|          |      4  |      1.1426  |     0.8613  |   0.8322  |               |              1.8371  |
|          |      5  |      1.0957  |     0.8936  |   0.8672  |               |              2.1848  |
|          |      6  |      1.0537  |     0.9102  |   0.8931  |               |              2.5321  |
|          |      7  |      1.0215  |     0.9287  |   0.9122  |               |              2.8798  |
|          |      8  |      0.9746  |     0.9609  |   0.9223  |               |              3.2270  |
|          |      9  |      0.9482  |     0.9697  |   0.9313  |               |              3.5466  |
|          |   eval  |      0.9482  |     0.9697  |   0.9313  |       0.9402  |              3.6958  |
------------------------------------------------------------------------------------------------------
|      13  |      0  |      1.4307  |     0.7090  |   0.6244  |               |              0.3856  |
|          |      1  |      1.2715  |     0.7979  |   0.6935  |               |              0.7643  |
|          |      2  |      1.2168  |     0.8350  |   0.7504  |               |              1.1421  |
|          |      3  |      1.1777  |     0.8467  |   0.8385  |               |              1.4899  |
|          |      4  |      1.1387  |     0.8770  |   0.8187  |               |              1.8372  |
|          |      5  |      1.1084  |     0.8818  |   0.8609  |               |              2.1849  |
|          |      6  |      1.0479  |     0.9258  |   0.8758  |               |              2.5322  |
|          |      7  |      1.0127  |     0.9404  |   0.8824  |               |              2.8798  |
|          |      8  |      0.9766  |     0.9580  |   0.9219  |               |              3.2271  |
|          |      9  |      0.9424  |     0.9775  |   0.9309  |               |              3.5466  |
|          |   eval  |      0.9424  |     0.9775  |   0.9309  |       0.9397  |              3.6958  |
------------------------------------------------------------------------------------------------------
|      14  |      0  |      1.4150  |     0.7109  |   0.6527  |               |              0.3854  |
|          |      1  |      1.2900  |     0.7979  |   0.7068  |               |              0.7640  |
|          |      2  |      1.1982  |     0.8379  |   0.7809  |               |              1.1420  |
|          |      3  |      1.1797  |     0.8643  |   0.8062  |               |              1.4898  |
|          |      4  |      1.1162  |     0.8896  |   0.8604  |               |              1.8371  |
|          |      5  |      1.0889  |     0.8955  |   0.8597  |               |              2.1847  |
|          |      6  |      1.0645  |     0.9131  |   0.8703  |               |              2.5320  |
|          |      7  |      1.0205  |     0.9258  |   0.8929  |               |              2.8798  |
|          |      8  |      0.9688  |     0.9590  |   0.9238  |               |              3.2270  |
|          |      9  |      0.9414  |     0.9785  |   0.9330  |               |              3.5465  |
|          |   eval  |      0.9414  |     0.9785  |   0.9330  |       0.9399  |              3.6957  |
------------------------------------------------------------------------------------------------------
|      15  |      0  |      1.4248  |     0.7090  |   0.6962  |               |              0.3855  |
|          |      1  |      1.2764  |     0.8047  |   0.7114  |               |              0.7642  |
|          |      2  |      1.2109  |     0.8398  |   0.8037  |               |              1.1419  |
|          |      3  |      1.1973  |     0.8398  |   0.8353  |               |              1.4897  |
|          |      4  |      1.1465  |     0.8643  |   0.8469  |               |              1.8371  |
|          |      5  |      1.0928  |     0.8955  |   0.8148  |               |              2.1849  |
|          |      6  |      1.0635  |     0.9170  |   0.8874  |               |              2.5321  |
|          |      7  |      1.0273  |     0.9189  |   0.8945  |               |              2.8798  |
|          |      8  |      0.9736  |     0.9570  |   0.9202  |               |              3.2271  |
|          |      9  |      0.9390  |     0.9824  |   0.9317  |               |              3.5466  |
|          |   eval  |      0.9390  |     0.9824  |   0.9317  |       0.9389  |              3.6958  |
------------------------------------------------------------------------------------------------------
|      16  |      0  |      1.4238  |     0.7158  |   0.6848  |               |              0.3855  |
|          |      1  |      1.2646  |     0.8037  |   0.6943  |               |              0.7640  |
|          |      2  |      1.1885  |     0.8428  |   0.8189  |               |              1.1420  |
|          |      3  |      1.1709  |     0.8516  |   0.8085  |               |              1.4900  |
|          |      4  |      1.1338  |     0.8594  |   0.8666  |               |              1.8372  |
|          |      5  |      1.0908  |     0.8936  |   0.8665  |               |              2.1849  |
|          |      6  |      1.0361  |     0.9238  |   0.8792  |               |              2.5321  |
|          |      7  |      1.0166  |     0.9307  |   0.9066  |               |              2.8798  |
|          |      8  |      0.9678  |     0.9658  |   0.9242  |               |              3.2270  |
|          |      9  |      0.9414  |     0.9814  |   0.9331  |               |              3.5465  |
|          |   eval  |      0.9414  |     0.9814  |   0.9331  |       0.9400  |              3.6957  |
------------------------------------------------------------------------------------------------------
|      17  |      0  |      1.4521  |     0.6973  |   0.6660  |               |              0.3854  |
|          |      1  |      1.2344  |     0.8291  |   0.8023  |               |              0.7641  |
|          |      2  |      1.1914  |     0.8447  |   0.7705  |               |              1.1418  |
|          |      3  |      1.1348  |     0.8779  |   0.7907  |               |              1.4896  |
|          |      4  |      1.1289  |     0.8818  |   0.8556  |               |              1.8372  |
|          |      5  |      1.0947  |     0.8994  |   0.8519  |               |              2.1851  |
|          |      6  |      1.0439  |     0.9238  |   0.8780  |               |              2.5324  |
|          |      7  |      1.0117  |     0.9434  |   0.8915  |               |              2.8800  |
|          |      8  |      0.9805  |     0.9521  |   0.9258  |               |              3.2274  |
|          |      9  |      0.9404  |     0.9824  |   0.9326  |               |              3.5468  |
|          |   eval  |      0.9404  |     0.9824  |   0.9326  |       0.9407  |              3.6961  |
------------------------------------------------------------------------------------------------------
|      18  |      0  |      1.4248  |     0.6963  |   0.6566  |               |              0.3854  |
|          |      1  |      1.2637  |     0.8096  |   0.7572  |               |              0.7639  |
|          |      2  |      1.2197  |     0.8213  |   0.6174  |               |              1.1418  |
|          |      3  |      1.1660  |     0.8672  |   0.8214  |               |              1.4896  |
|          |      4  |      1.1260  |     0.8711  |   0.8467  |               |              1.8369  |
|          |      5  |      1.1016  |     0.8887  |   0.8425  |               |              2.1845  |
|          |      6  |      1.0664  |     0.9043  |   0.8937  |               |              2.5319  |
|          |      7  |      1.0195  |     0.9365  |   0.9030  |               |              2.8796  |
|          |      8  |      0.9624  |     0.9678  |   0.9256  |               |              3.2268  |
|          |      9  |      0.9375  |     0.9824  |   0.9353  |               |              3.5462  |
|          |   eval  |      0.9375  |     0.9824  |   0.9353  |       0.9403  |              3.6953  |
------------------------------------------------------------------------------------------------------
|      19  |      0  |      1.4238  |     0.7217  |   0.6357  |               |              0.3854  |
|          |      1  |      1.3271  |     0.7705  |   0.6530  |               |              0.7640  |
|          |      2  |      1.1758  |     0.8584  |   0.7946  |               |              1.1418  |
|          |      3  |      1.1768  |     0.8584  |   0.8257  |               |              1.4896  |
|          |      4  |      1.1338  |     0.8750  |   0.8580  |               |              1.8369  |
|          |      5  |      1.0859  |     0.8867  |   0.8628  |               |              2.1845  |
|          |      6  |      1.0586  |     0.9141  |   0.8708  |               |              2.5318  |
|          |      7  |      1.0088  |     0.9404  |   0.8964  |               |              2.8794  |
|          |      8  |      0.9814  |     0.9521  |   0.9194  |               |              3.2266  |
|          |      9  |      0.9385  |     0.9775  |   0.9308  |               |              3.5461  |
|          |   eval  |      0.9385  |     0.9775  |   0.9308  |       0.9398  |              3.6953  |
------------------------------------------------------------------------------------------------------
|      20  |      0  |      1.4346  |     0.7100  |   0.6298  |               |              0.3853  |
|          |      1  |      1.2637  |     0.8096  |   0.7474  |               |              0.7638  |
|          |      2  |      1.1992  |     0.8281  |   0.8089  |               |              1.1418  |
|          |      3  |      1.1426  |     0.8701  |   0.8366  |               |              1.4897  |
|          |      4  |      1.1338  |     0.8760  |   0.8526  |               |              1.8370  |
|          |      5  |      1.0801  |     0.9102  |   0.8749  |               |              2.1846  |
|          |      6  |      1.0518  |     0.9199  |   0.8870  |               |              2.5318  |
|          |      7  |      1.0088  |     0.9414  |   0.8983  |               |              2.8795  |
|          |      8  |      0.9824  |     0.9600  |   0.9174  |               |              3.2268  |
|          |      9  |      0.9375  |     0.9785  |   0.9315  |               |              3.5463  |
|          |   eval  |      0.9375  |     0.9785  |   0.9315  |       0.9388  |              3.6955  |
------------------------------------------------------------------------------------------------------
|      21  |      0  |      1.4160  |     0.7158  |   0.6864  |               |              0.3855  |
|          |      1  |      1.2754  |     0.7939  |   0.8006  |               |              0.7643  |
|          |      2  |      1.2178  |     0.8301  |   0.7565  |               |              1.1420  |
|          |      3  |      1.1934  |     0.8291  |   0.7970  |               |              1.4898  |
|          |      4  |      1.1279  |     0.8721  |   0.8346  |               |              1.8372  |
|          |      5  |      1.0996  |     0.8906  |   0.8575  |               |              2.1849  |
|          |      6  |      1.0537  |     0.9170  |   0.8934  |               |              2.5320  |
|          |      7  |      1.0205  |     0.9287  |   0.9062  |               |              2.8795  |
|          |      8  |      0.9751  |     0.9521  |   0.9187  |               |              3.2267  |
|          |      9  |      0.9463  |     0.9766  |   0.9320  |               |              3.5462  |
|          |   eval  |      0.9463  |     0.9766  |   0.9320  |       0.9375  |              3.6954  |
------------------------------------------------------------------------------------------------------
|      22  |      0  |      1.3848  |     0.7373  |   0.6627  |               |              0.3854  |
|          |      1  |      1.2754  |     0.7920  |   0.7028  |               |              0.7639  |
|          |      2  |      1.1846  |     0.8428  |   0.7853  |               |              1.1418  |
|          |      3  |      1.1562  |     0.8643  |   0.7874  |               |              1.4896  |
|          |      4  |      1.1250  |     0.8818  |   0.8705  |               |              1.8371  |
|          |      5  |      1.0723  |     0.9082  |   0.8667  |               |              2.1849  |
|          |      6  |      1.0664  |     0.9053  |   0.8633  |               |              2.5322  |
|          |      7  |      1.0195  |     0.9385  |   0.8962  |               |              2.8798  |
|          |      8  |      0.9736  |     0.9580  |   0.9213  |               |              3.2271  |
|          |      9  |      0.9399  |     0.9746  |   0.9322  |               |              3.5466  |
|          |   eval  |      0.9399  |     0.9746  |   0.9322  |       0.9419  |              3.6958  |
------------------------------------------------------------------------------------------------------
|      23  |      0  |      1.3965  |     0.7148  |   0.7037  |               |              0.3855  |
|          |      1  |      1.2705  |     0.7910  |   0.7558  |               |              0.7641  |
|          |      2  |      1.1992  |     0.8516  |   0.8069  |               |              1.1419  |
|          |      3  |      1.1611  |     0.8682  |   0.8208  |               |              1.4898  |
|          |      4  |      1.1162  |     0.8828  |   0.8449  |               |              1.8371  |
|          |      5  |      1.1143  |     0.8809  |   0.8688  |               |              2.1847  |
|          |      6  |      1.0322  |     0.9209  |   0.8907  |               |              2.5320  |
|          |      7  |      1.0273  |     0.9326  |   0.9014  |               |              2.8796  |
|          |      8  |      0.9790  |     0.9551  |   0.9244  |               |              3.2269  |
|          |      9  |      0.9429  |     0.9814  |   0.9310  |               |              3.5464  |
|          |   eval  |      0.9429  |     0.9814  |   0.9310  |       0.9406  |              3.6956  |
------------------------------------------------------------------------------------------------------
|      24  |      0  |      1.4277  |     0.7090  |   0.6119  |               |              0.3854  |
|          |      1  |      1.2773  |     0.7969  |   0.6750  |               |              0.7639  |
|          |      2  |      1.2090  |     0.8408  |   0.8028  |               |              1.1418  |
|          |      3  |      1.1777  |     0.8467  |   0.8168  |               |              1.4897  |
|          |      4  |      1.1123  |     0.8848  |   0.8746  |               |              1.8370  |
|          |      5  |      1.0898  |     0.8887  |   0.8605  |               |              2.1845  |
|          |      6  |      1.0439  |     0.9248  |   0.9008  |               |              2.5318  |
|          |      7  |      1.0215  |     0.9297  |   0.8911  |               |              2.8795  |
|          |      8  |      0.9707  |     0.9551  |   0.9230  |               |              3.2266  |
|          |      9  |      0.9351  |     0.9834  |   0.9311  |               |              3.5461  |
|          |   eval  |      0.9351  |     0.9834  |   0.9311  |       0.9397  |              3.6953  |
------------------------------------------------------------------------------------------------------
Mean: 0.9399    Std: 0.0012
/workspace/ese-3060-project/logs/eafe053d-f97f-4c39-8e5e-b8301de31031/log.pt
