------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
|          |      4  |      1.1406  |     0.8633  |   0.8458  |               |              1.8406  |
|          |      5  |      1.0791  |     0.9131  |   0.8639  |               |              2.1882  |
|          |      6  |      1.0430  |     0.9160  |   0.8982  |               |              2.5356  |
|          |      7  |      1.0303  |     0.9238  |   0.8951  |               |              2.8836  |
|          |      8  |      0.9644  |     0.9619  |   0.9197  |               |              3.2309  |
|          |      9  |      0.9307  |     0.9844  |   0.9305  |               |              3.5504  |
|          |   eval  |      0.9307  |     0.9844  |   0.9305  |       0.9404  |              3.6996  |
------------------------------------------------------------------------------------------------------
|       5  |      0  |      1.4209  |     0.7090  |   0.6501  |               |              0.3857  |
|          |      1  |      1.2695  |     0.7920  |   0.7580  |               |              0.7645  |
|          |      2  |      1.2314  |     0.8076  |   0.7131  |               |              1.1424  |
|          |      3  |      1.1621  |     0.8467  |   0.8268  |               |              1.4902  |
|          |      4  |      1.1572  |     0.8574  |   0.8580  |               |              1.8375  |
|          |      5  |      1.0928  |     0.8838  |   0.8643  |               |              2.1852  |
|          |      6  |      1.0430  |     0.9150  |   0.8864  |               |              2.5324  |
|          |      7  |      1.0312  |     0.9258  |   0.9020  |               |              2.8802  |
|          |      8  |      0.9785  |     0.9561  |   0.9208  |               |              3.2274  |
|          |      9  |      0.9424  |     0.9824  |   0.9344  |               |              3.5469  |
|          |   eval  |      0.9424  |     0.9824  |   0.9344  |       0.9430  |              3.6960  |
------------------------------------------------------------------------------------------------------
|       6  |      0  |      1.3887  |     0.7334  |   0.7055  |               |              0.3855  |
|          |      1  |      1.2227  |     0.8242  |   0.6713  |               |              0.7642  |
|          |      2  |      1.2061  |     0.8320  |   0.8060  |               |              1.1422  |
|          |      3  |      1.1670  |     0.8525  |   0.7984  |               |              1.4900  |
|          |      4  |      1.1309  |     0.8643  |   0.8575  |               |              1.8372  |
|          |      5  |      1.0791  |     0.9062  |   0.8681  |               |              2.1848  |
|          |      6  |      1.0566  |     0.9072  |   0.8846  |               |              2.5320  |
|          |      7  |      1.0264  |     0.9297  |   0.9078  |               |              2.8797  |
|          |      8  |      0.9644  |     0.9609  |   0.9212  |               |              3.2269  |
|          |      9  |      0.9243  |     0.9873  |   0.9304  |               |              3.5463  |
|          |   eval  |      0.9243  |     0.9873  |   0.9304  |       0.9380  |              3.6955  |
------------------------------------------------------------------------------------------------------
|       7  |      0  |      1.4268  |     0.7207  |   0.6328  |               |              0.3856  |
|          |      1  |      1.2432  |     0.8252  |   0.7336  |               |              0.7645  |
|          |      2  |      1.1768  |     0.8486  |   0.8069  |               |              1.1423  |
|          |      3  |      1.1348  |     0.8789  |   0.8352  |               |              1.4901  |
|          |      4  |      1.1348  |     0.8711  |   0.8293  |               |              1.8373  |
|          |      5  |      1.0947  |     0.8857  |   0.8758  |               |              2.1850  |
|          |      6  |      1.0479  |     0.9229  |   0.8951  |               |              2.5322  |
|          |      7  |      1.0156  |     0.9365  |   0.8962  |               |              2.8798  |
|          |      8  |      0.9810  |     0.9531  |   0.9266  |               |              3.2271  |
|          |      9  |      0.9438  |     0.9785  |   0.9349  |               |              3.5465  |
|          |   eval  |      0.9438  |     0.9785  |   0.9349  |       0.9434  |              3.6956  |
------------------------------------------------------------------------------------------------------
|       8  |      0  |      1.4307  |     0.6953  |   0.7093  |               |              0.3856  |
|          |      1  |      1.2373  |     0.8252  |   0.7676  |               |              0.7642  |
|          |      2  |      1.2119  |     0.8330  |   0.7311  |               |              1.1422  |
|          |      3  |      1.1611  |     0.8545  |   0.8399  |               |              1.4900  |
|          |      4  |      1.1250  |     0.8789  |   0.8315  |               |              1.8372  |
|          |      5  |      1.0869  |     0.9004  |   0.8741  |               |              2.1850  |
|          |      6  |      1.0430  |     0.9170  |   0.8832  |               |              2.5322  |
|          |      7  |      1.0146  |     0.9297  |   0.8887  |               |              2.8802  |
|          |      8  |      0.9683  |     0.9639  |   0.9219  |               |              3.2275  |
|          |      9  |      0.9385  |     0.9736  |   0.9340  |               |              3.5469  |
|          |   eval  |      0.9385  |     0.9736  |   0.9340  |       0.9415  |              3.6960  |
------------------------------------------------------------------------------------------------------
|       9  |      0  |      1.4307  |     0.7207  |   0.5475  |               |              0.3856  |
|          |      1  |      1.2666  |     0.8008  |   0.7282  |               |              0.7643  |
|          |      2  |      1.1963  |     0.8467  |   0.7966  |               |              1.1421  |
|          |      3  |      1.1611  |     0.8555  |   0.8345  |               |              1.4900  |
|          |      4  |      1.1328  |     0.8672  |   0.8603  |               |              1.8373  |
|          |      5  |      1.1270  |     0.8652  |   0.8077  |               |              2.1850  |
|          |      6  |      1.0303  |     0.9268  |   0.8909  |               |              2.5322  |
|          |      7  |      1.0371  |     0.9199  |   0.8964  |               |              2.8799  |
|          |      8  |      0.9570  |     0.9727  |   0.9203  |               |              3.2271  |
|          |      9  |      0.9409  |     0.9805  |   0.9353  |               |              3.5465  |
|          |   eval  |      0.9409  |     0.9805  |   0.9353  |       0.9427  |              3.6958  |
------------------------------------------------------------------------------------------------------
|      10  |      0  |      1.4043  |     0.7324  |   0.6709  |               |              0.3855  |
|          |      1  |      1.2744  |     0.8066  |   0.6434  |               |              0.7641  |
|          |      2  |      1.2119  |     0.8184  |   0.7782  |               |              1.1421  |
|          |      3  |      1.1328  |     0.8711  |   0.8249  |               |              1.4899  |
|          |      4  |      1.1328  |     0.8682  |   0.8475  |               |              1.8372  |
|          |      5  |      1.0645  |     0.9180  |   0.8430  |               |              2.1849  |
|          |      6  |      1.0420  |     0.9238  |   0.8914  |               |              2.5321  |
|          |      7  |      1.0234  |     0.9297  |   0.9119  |               |              2.8799  |
|          |      8  |      0.9771  |     0.9521  |   0.9223  |               |              3.2272  |
|          |      9  |      0.9385  |     0.9736  |   0.9351  |               |              3.5466  |
|          |   eval  |      0.9385  |     0.9736  |   0.9351  |       0.9426  |              3.6958  |
------------------------------------------------------------------------------------------------------
|      11  |      0  |      1.4131  |     0.7061  |   0.6769  |               |              0.3858  |
|          |      1  |      1.2578  |     0.8184  |   0.7507  |               |              0.7647  |
|          |      2  |      1.1836  |     0.8506  |   0.8291  |               |              1.1426  |
|          |      3  |      1.1689  |     0.8594  |   0.7821  |               |              1.4905  |
|          |      4  |      1.1104  |     0.8926  |   0.8446  |               |              1.8377  |
|          |      5  |      1.0947  |     0.8984  |   0.8663  |               |              2.1854  |
|          |      6  |      1.0342  |     0.9209  |   0.8814  |               |              2.5327  |
|          |      7  |      1.0049  |     0.9502  |   0.9118  |               |              2.8804  |
|          |      8  |      0.9653  |     0.9590  |   0.9233  |               |              3.2276  |
|          |      9  |      0.9375  |     0.9805  |   0.9331  |               |              3.5472  |
|          |   eval  |      0.9375  |     0.9805  |   0.9331  |       0.9414  |              3.6964  |
------------------------------------------------------------------------------------------------------
|      12  |      0  |      1.4326  |     0.7119  |   0.7066  |               |              0.3854  |
|          |      1  |      1.2520  |     0.8135  |   0.7334  |               |              0.7641  |
|          |      2  |      1.2129  |     0.8252  |   0.7823  |               |              1.1420  |
|          |      3  |      1.1611  |     0.8623  |   0.8408  |               |              1.4899  |
|          |      4  |      1.1182  |     0.8799  |   0.8509  |               |              1.8371  |
|          |      5  |      1.0938  |     0.8867  |   0.8690  |               |              2.1847  |
|          |      6  |      1.0703  |     0.9023  |   0.8869  |               |              2.5320  |
|          |      7  |      1.0361  |     0.9209  |   0.8949  |               |              2.8796  |
|          |      8  |      0.9565  |     0.9707  |   0.9215  |               |              3.2268  |
|          |      9  |      0.9443  |     0.9746  |   0.9319  |               |              3.5462  |
|          |   eval  |      0.9443  |     0.9746  |   0.9319  |       0.9392  |              3.6954  |
------------------------------------------------------------------------------------------------------
|      13  |      0  |      1.4375  |     0.7227  |   0.6762  |               |              0.3856  |
|          |      1  |      1.2520  |     0.8242  |   0.7484  |               |              0.7644  |
|          |      2  |      1.2031  |     0.8242  |   0.7874  |               |              1.1423  |
|          |      3  |      1.1533  |     0.8740  |   0.8302  |               |              1.4901  |
|          |      4  |      1.1699  |     0.8535  |   0.8147  |               |              1.8373  |
|          |      5  |      1.0967  |     0.8955  |   0.8622  |               |              2.1850  |
|          |      6  |      1.0547  |     0.9082  |   0.8902  |               |              2.5323  |
|          |      7  |      1.0205  |     0.9307  |   0.9000  |               |              2.8799  |
|          |      8  |      0.9839  |     0.9541  |   0.9252  |               |              3.2271  |
|          |      9  |      0.9482  |     0.9688  |   0.9333  |               |              3.5465  |
|          |   eval  |      0.9482  |     0.9688  |   0.9333  |       0.9414  |              3.6957  |
------------------------------------------------------------------------------------------------------
|      14  |      0  |      1.4570  |     0.6875  |   0.6487  |               |              0.3855  |
|          |      1  |      1.2383  |     0.8408  |   0.7298  |               |              0.7641  |
|          |      2  |      1.2070  |     0.8203  |   0.7928  |               |              1.1421  |
|          |      3  |      1.1562  |     0.8516  |   0.8142  |               |              1.4900  |
|          |      4  |      1.1416  |     0.8643  |   0.8398  |               |              1.8372  |
|          |      5  |      1.1084  |     0.8682  |   0.8711  |               |              2.1849  |
|          |      6  |      1.0488  |     0.9111  |   0.8923  |               |              2.5321  |
|          |      7  |      1.0156  |     0.9434  |   0.9049  |               |              2.8798  |
|          |      8  |      0.9648  |     0.9648  |   0.9254  |               |              3.2269  |
|          |      9  |      0.9399  |     0.9824  |   0.9332  |               |              3.5464  |
|          |   eval  |      0.9399  |     0.9824  |   0.9332  |       0.9413  |              3.6956  |
------------------------------------------------------------------------------------------------------
|      15  |      0  |      1.4307  |     0.7051  |   0.6729  |               |              0.3856  |
|          |      1  |      1.2959  |     0.7949  |   0.7558  |               |              0.7643  |
|          |      2  |      1.2178  |     0.8213  |   0.7999  |               |              1.1422  |
|          |      3  |      1.1484  |     0.8721  |   0.8028  |               |              1.4900  |
|          |      4  |      1.1240  |     0.8740  |   0.8542  |               |              1.8372  |
|          |      5  |      1.0938  |     0.8867  |   0.8607  |               |              2.1849  |
|          |      6  |      1.0361  |     0.9180  |   0.8544  |               |              2.5320  |
|          |      7  |      1.0215  |     0.9336  |   0.9049  |               |              2.8797  |
|          |      8  |      0.9658  |     0.9707  |   0.9216  |               |              3.2272  |
|          |      9  |      0.9395  |     0.9844  |   0.9336  |               |              3.5466  |
|          |   eval  |      0.9395  |     0.9844  |   0.9336  |       0.9376  |              3.6958  |
------------------------------------------------------------------------------------------------------
|      16  |      0  |      1.4062  |     0.7285  |   0.6363  |               |              0.3854  |
|          |      1  |      1.2686  |     0.8008  |   0.6524  |               |              0.7640  |
|          |      2  |      1.2002  |     0.8467  |   0.7492  |               |              1.1420  |
|          |      3  |      1.1494  |     0.8730  |   0.8019  |               |              1.4898  |
|          |      4  |      1.1367  |     0.8643  |   0.8580  |               |              1.8370  |
|          |      5  |      1.0771  |     0.9004  |   0.7725  |               |              2.1846  |
|          |      6  |      1.0488  |     0.9209  |   0.8673  |               |              2.5318  |
|          |      7  |      1.0391  |     0.9199  |   0.9016  |               |              2.8795  |
|          |      8  |      0.9688  |     0.9678  |   0.9264  |               |              3.2267  |
|          |      9  |      0.9600  |     0.9668  |   0.9328  |               |              3.5462  |
|          |   eval  |      0.9600  |     0.9668  |   0.9328  |       0.9423  |              3.6954  |
------------------------------------------------------------------------------------------------------
|      17  |      0  |      1.4121  |     0.7188  |   0.6635  |               |              0.3855  |
|          |      1  |      1.2441  |     0.8223  |   0.7895  |               |              0.7642  |
|          |      2  |      1.2256  |     0.8281  |   0.7953  |               |              1.1421  |
|          |      3  |      1.1865  |     0.8359  |   0.8088  |               |              1.4899  |
|          |      4  |      1.1250  |     0.8730  |   0.8287  |               |              1.8372  |
|          |      5  |      1.1152  |     0.8770  |   0.8558  |               |              2.1850  |
|          |      6  |      1.0498  |     0.9131  |   0.8853  |               |              2.5322  |
|          |      7  |      1.0254  |     0.9297  |   0.9027  |               |              2.8798  |
|          |      8  |      0.9854  |     0.9531  |   0.9193  |               |              3.2270  |
|          |      9  |      0.9478  |     0.9746  |   0.9341  |               |              3.5465  |
|          |   eval  |      0.9478  |     0.9746  |   0.9341  |       0.9409  |              3.6957  |
------------------------------------------------------------------------------------------------------
|      18  |      0  |      1.3945  |     0.7314  |   0.6820  |               |              0.3857  |
|          |      1  |      1.2490  |     0.8066  |   0.7676  |               |              0.7643  |
|          |      2  |      1.2100  |     0.8271  |   0.7014  |               |              1.1423  |
|          |      3  |      1.1729  |     0.8555  |   0.8352  |               |              1.4901  |
|          |      4  |      1.0918  |     0.8994  |   0.8595  |               |              1.8374  |
|          |      5  |      1.0898  |     0.8984  |   0.8794  |               |              2.1851  |
|          |      6  |      1.0410  |     0.9180  |   0.8930  |               |              2.5323  |
|          |      7  |      1.0098  |     0.9365  |   0.8974  |               |              2.8801  |
|          |      8  |      0.9736  |     0.9600  |   0.9192  |               |              3.2274  |
|          |      9  |      0.9307  |     0.9883  |   0.9334  |               |              3.5468  |
|          |   eval  |      0.9307  |     0.9883  |   0.9334  |       0.9395  |              3.6960  |
------------------------------------------------------------------------------------------------------
|      19  |      0  |      1.4336  |     0.7119  |   0.6251  |               |              0.3856  |
|          |      1  |      1.2520  |     0.8262  |   0.7670  |               |              0.7644  |
|          |      2  |      1.1982  |     0.8389  |   0.8342  |               |              1.1423  |
|          |      3  |      1.1260  |     0.8789  |   0.8039  |               |              1.4900  |
|          |      4  |      1.1377  |     0.8740  |   0.8388  |               |              1.8374  |
|          |      5  |      1.0977  |     0.8916  |   0.8595  |               |              2.1852  |
|          |      6  |      1.0498  |     0.9180  |   0.8941  |               |              2.5324  |
|          |      7  |      1.0107  |     0.9365  |   0.9085  |               |              2.8800  |
|          |      8  |      0.9727  |     0.9551  |   0.9225  |               |              3.2273  |
|          |      9  |      0.9399  |     0.9746  |   0.9313  |               |              3.5467  |
|          |   eval  |      0.9399  |     0.9746  |   0.9313  |       0.9407  |              3.6959  |
------------------------------------------------------------------------------------------------------
|      20  |      0  |      1.4854  |     0.6650  |   0.6458  |               |              0.3854  |
|          |      1  |      1.2646  |     0.7900  |   0.7590  |               |              0.7641  |
|          |      2  |      1.1904  |     0.8438  |   0.8223  |               |              1.1421  |
|          |      3  |      1.1758  |     0.8545  |   0.8306  |               |              1.4899  |
|          |      4  |      1.1348  |     0.8662  |   0.8604  |               |              1.8372  |
|          |      5  |      1.0947  |     0.8916  |   0.8610  |               |              2.1850  |
|          |      6  |      1.0459  |     0.9248  |   0.8814  |               |              2.5322  |
|          |      7  |      1.0137  |     0.9297  |   0.8936  |               |              2.8798  |
|          |      8  |      0.9683  |     0.9590  |   0.9232  |               |              3.2270  |
|          |      9  |      0.9468  |     0.9766  |   0.9331  |               |              3.5464  |
|          |   eval  |      0.9468  |     0.9766  |   0.9331  |       0.9403  |              3.6956  |
------------------------------------------------------------------------------------------------------
|      21  |      0  |      1.4707  |     0.6660  |   0.6359  |               |              0.3856  |
|          |      1  |      1.2500  |     0.8154  |   0.7857  |               |              0.7643  |
|          |      2  |      1.1768  |     0.8643  |   0.8254  |               |              1.1422  |
|          |      3  |      1.1562  |     0.8604  |   0.8268  |               |              1.4901  |
|          |      4  |      1.1260  |     0.8701  |   0.8668  |               |              1.8376  |
|          |      5  |      1.0889  |     0.9004  |   0.8662  |               |              2.1854  |
|          |      6  |      1.0439  |     0.9150  |   0.8974  |               |              2.5326  |
|          |      7  |      1.0225  |     0.9316  |   0.9012  |               |              2.8803  |
|          |      8  |      0.9658  |     0.9678  |   0.9221  |               |              3.2275  |
|          |      9  |      0.9395  |     0.9863  |   0.9305  |               |              3.5470  |
|          |   eval  |      0.9395  |     0.9863  |   0.9305  |       0.9411  |              3.6962  |
------------------------------------------------------------------------------------------------------
|      22  |      0  |      1.4170  |     0.7139  |   0.6890  |               |              0.3854  |
|          |      1  |      1.2783  |     0.8018  |   0.7352  |               |              0.7641  |
|          |      2  |      1.2041  |     0.8359  |   0.7382  |               |              1.1421  |
|          |      3  |      1.1611  |     0.8613  |   0.7482  |               |              1.4901  |
|          |      4  |      1.1436  |     0.8623  |   0.8249  |               |              1.8374  |
|          |      5  |      1.0967  |     0.8975  |   0.8772  |               |              2.1850  |
|          |      6  |      1.0332  |     0.9355  |   0.8851  |               |              2.5323  |
|          |      7  |      1.0283  |     0.9297  |   0.8986  |               |              2.8799  |
|          |      8  |      0.9678  |     0.9639  |   0.9236  |               |              3.2272  |
|          |      9  |      0.9380  |     0.9766  |   0.9351  |               |              3.5466  |
|          |   eval  |      0.9380  |     0.9766  |   0.9351  |       0.9414  |              3.6958  |
------------------------------------------------------------------------------------------------------
|      23  |      0  |      1.4385  |     0.7012  |   0.6194  |               |              0.3855  |
|          |      1  |      1.2764  |     0.7891  |   0.7467  |               |              0.7642  |
|          |      2  |      1.2207  |     0.8252  |   0.8253  |               |              1.1421  |
|          |      3  |      1.1777  |     0.8516  |   0.8077  |               |              1.4899  |
|          |      4  |      1.1318  |     0.8721  |   0.8306  |               |              1.8372  |
|          |      5  |      1.0723  |     0.8975  |   0.8490  |               |              2.1849  |
|          |      6  |      1.0283  |     0.9385  |   0.8647  |               |              2.5322  |
|          |      7  |      1.0117  |     0.9414  |   0.9109  |               |              2.8799  |
|          |      8  |      0.9658  |     0.9648  |   0.9262  |               |              3.2271  |
|          |      9  |      0.9438  |     0.9775  |   0.9343  |               |              3.5465  |
|          |   eval  |      0.9438  |     0.9775  |   0.9343  |       0.9403  |              3.6957  |
------------------------------------------------------------------------------------------------------
|      24  |      0  |      1.4746  |     0.6836  |   0.5654  |               |              0.3882  |
|          |      1  |      1.2803  |     0.7988  |   0.7402  |               |              0.7668  |
|          |      2  |      1.2354  |     0.8105  |   0.7685  |               |              1.1447  |
|          |      3  |      1.1572  |     0.8682  |   0.8097  |               |              1.4925  |
|          |      4  |      1.1338  |     0.8691  |   0.8602  |               |              1.8397  |
|          |      5  |      1.1016  |     0.8887  |   0.8681  |               |              2.1874  |
|          |      6  |      1.0586  |     0.9014  |   0.8845  |               |              2.5347  |
|          |      7  |      1.0264  |     0.9277  |   0.8920  |               |              2.8825  |
|          |      8  |      0.9702  |     0.9609  |   0.9232  |               |              3.2297  |
|          |      9  |      0.9438  |     0.9766  |   0.9312  |               |              3.5491  |
|          |   eval  |      0.9438  |     0.9766  |   0.9312  |       0.9398  |              3.6983  |
------------------------------------------------------------------------------------------------------
Mean: 0.9408    Std: 0.0015
/workspace/ese-3060-project/logs/e6477f87-f610-4ab7-97b6-39dcc923fc71/log.pt
