------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
|          |      1  |      1.2529  |     0.8047  |   0.6589  |               |              0.7634  |
|          |      2  |      1.1963  |     0.8359  |   0.8022  |               |              1.1410  |
|          |      3  |      1.1709  |     0.8564  |   0.8162  |               |              1.4884  |
|          |      4  |      1.1318  |     0.8652  |   0.8393  |               |              1.8351  |
|          |      5  |      1.1025  |     0.8896  |   0.8676  |               |              2.1822  |
|          |      6  |      1.0557  |     0.9092  |   0.8843  |               |              2.5291  |
|          |      7  |      1.0254  |     0.9336  |   0.8935  |               |              2.8764  |
|          |      8  |      0.9766  |     0.9570  |   0.9232  |               |              3.2231  |
|          |      9  |      0.9502  |     0.9727  |   0.9318  |               |              3.5419  |
|          |   eval  |      0.9502  |     0.9727  |   0.9318  |       0.9379  |              3.6911  |
------------------------------------------------------------------------------------------------------
|      15  |      0  |      1.3955  |     0.7373  |   0.6147  |               |              0.3851  |
|          |      1  |      1.2578  |     0.8047  |   0.7254  |               |              0.7633  |
|          |      2  |      1.2061  |     0.8398  |   0.7799  |               |              1.1408  |
|          |      3  |      1.1523  |     0.8691  |   0.8202  |               |              1.4880  |
|          |      4  |      1.1338  |     0.8672  |   0.8570  |               |              1.8349  |
|          |      5  |      1.1152  |     0.8828  |   0.8627  |               |              2.1821  |
|          |      6  |      1.0508  |     0.9170  |   0.8798  |               |              2.5287  |
|          |      7  |      1.0215  |     0.9336  |   0.8886  |               |              2.8758  |
|          |      8  |      0.9756  |     0.9619  |   0.9266  |               |              3.2226  |
|          |      9  |      0.9473  |     0.9766  |   0.9361  |               |              3.5417  |
|          |   eval  |      0.9473  |     0.9766  |   0.9361  |       0.9414  |              3.6909  |
------------------------------------------------------------------------------------------------------
|      16  |      0  |      1.4307  |     0.7070  |   0.6005  |               |              0.3907  |
|          |      1  |      1.2627  |     0.8135  |   0.7985  |               |              0.7688  |
|          |      2  |      1.2090  |     0.8301  |   0.6532  |               |              1.1464  |
|          |      3  |      1.1592  |     0.8604  |   0.7304  |               |              1.4939  |
|          |      4  |      1.1094  |     0.8916  |   0.8668  |               |              1.8406  |
|          |      5  |      1.1006  |     0.8867  |   0.8709  |               |              2.1877  |
|          |      6  |      1.0312  |     0.9365  |   0.9029  |               |              2.5345  |
|          |      7  |      1.0146  |     0.9404  |   0.9085  |               |              2.8816  |
|          |      8  |      0.9683  |     0.9639  |   0.9205  |               |              3.2283  |
|          |      9  |      0.9351  |     0.9824  |   0.9308  |               |              3.5472  |
|          |   eval  |      0.9351  |     0.9824  |   0.9308  |       0.9412  |              3.6965  |
------------------------------------------------------------------------------------------------------
|      17  |      0  |      1.4336  |     0.7031  |   0.6784  |               |              0.3852  |
|          |      1  |      1.2656  |     0.8164  |   0.7363  |               |              0.7635  |
|          |      2  |      1.2021  |     0.8379  |   0.6762  |               |              1.1409  |
|          |      3  |      1.1328  |     0.8701  |   0.7914  |               |              1.4882  |
|          |      4  |      1.1113  |     0.8906  |   0.8558  |               |              1.8350  |
|          |      5  |      1.0713  |     0.9082  |   0.8559  |               |              2.1823  |
|          |      6  |      1.0215  |     0.9287  |   0.8983  |               |              2.5288  |
|          |      7  |      1.0186  |     0.9375  |   0.8945  |               |              2.8760  |
|          |      8  |      0.9766  |     0.9531  |   0.9167  |               |              3.2228  |
|          |      9  |      0.9375  |     0.9814  |   0.9283  |               |              3.5418  |
|          |   eval  |      0.9375  |     0.9814  |   0.9283  |       0.9387  |              3.6910  |
------------------------------------------------------------------------------------------------------
|      18  |      0  |      1.4043  |     0.7197  |   0.6662  |               |              0.3850  |
|          |      1  |      1.2617  |     0.8135  |   0.7113  |               |              0.7632  |
|          |      2  |      1.1943  |     0.8457  |   0.7998  |               |              1.1408  |
|          |      3  |      1.1797  |     0.8389  |   0.7713  |               |              1.4881  |
|          |      4  |      1.1484  |     0.8643  |   0.8446  |               |              1.8347  |
|          |      5  |      1.0898  |     0.9141  |   0.8733  |               |              2.1817  |
|          |      6  |      1.0322  |     0.9160  |   0.8778  |               |              2.5285  |
|          |      7  |      1.0361  |     0.9180  |   0.9012  |               |              2.8756  |
|          |      8  |      0.9531  |     0.9736  |   0.9272  |               |              3.2222  |
|          |      9  |      0.9541  |     0.9727  |   0.9336  |               |              3.5410  |
|          |   eval  |      0.9541  |     0.9727  |   0.9336  |       0.9385  |              3.6903  |
------------------------------------------------------------------------------------------------------
|      19  |      0  |      1.3984  |     0.7324  |   0.6650  |               |              0.3851  |
|          |      1  |      1.2627  |     0.7988  |   0.7689  |               |              0.7633  |
|          |      2  |      1.2412  |     0.8262  |   0.7101  |               |              1.1407  |
|          |      3  |      1.1660  |     0.8594  |   0.8217  |               |              1.4879  |
|          |      4  |      1.1279  |     0.8789  |   0.8207  |               |              1.8347  |
|          |      5  |      1.1230  |     0.8721  |   0.8248  |               |              2.1819  |
|          |      6  |      1.0654  |     0.9004  |   0.8909  |               |              2.5286  |
|          |      7  |      1.0215  |     0.9346  |   0.9054  |               |              2.8756  |
|          |      8  |      0.9736  |     0.9678  |   0.9248  |               |              3.2224  |
|          |      9  |      0.9287  |     0.9854  |   0.9333  |               |              3.5414  |
|          |   eval  |      0.9287  |     0.9854  |   0.9333  |       0.9396  |              3.6907  |
------------------------------------------------------------------------------------------------------
|      20  |      0  |      1.4033  |     0.7158  |   0.6859  |               |              0.3853  |
|          |      1  |      1.3594  |     0.7471  |   0.6129  |               |              0.7636  |
|          |      2  |      1.2109  |     0.8242  |   0.7322  |               |              1.1411  |
|          |      3  |      1.1533  |     0.8584  |   0.8316  |               |              1.4885  |
|          |      4  |      1.1455  |     0.8682  |   0.8588  |               |              1.8351  |
|          |      5  |      1.0781  |     0.8926  |   0.8643  |               |              2.1821  |
|          |      6  |      1.0625  |     0.9072  |   0.8858  |               |              2.5289  |
|          |      7  |      1.0410  |     0.9189  |   0.9038  |               |              2.8760  |
|          |      8  |      0.9727  |     0.9619  |   0.9207  |               |              3.2228  |
|          |      9  |      0.9409  |     0.9766  |   0.9319  |               |              3.5417  |
|          |   eval  |      0.9409  |     0.9766  |   0.9319  |       0.9387  |              3.6910  |
------------------------------------------------------------------------------------------------------
|      21  |      0  |      1.4199  |     0.7002  |   0.6740  |               |              0.3852  |
|          |      1  |      1.2568  |     0.8135  |   0.7616  |               |              0.7634  |
|          |      2  |      1.2051  |     0.8320  |   0.7775  |               |              1.1408  |
|          |      3  |      1.1504  |     0.8652  |   0.7838  |               |              1.4881  |
|          |      4  |      1.1084  |     0.8799  |   0.8424  |               |              1.8349  |
|          |      5  |      1.0996  |     0.8857  |   0.8586  |               |              2.1819  |
|          |      6  |      1.0361  |     0.9141  |   0.8832  |               |              2.5286  |
|          |      7  |      1.0127  |     0.9404  |   0.8849  |               |              2.8757  |
|          |      8  |      0.9688  |     0.9668  |   0.9239  |               |              3.2225  |
|          |      9  |      0.9341  |     0.9844  |   0.9333  |               |              3.5416  |
|          |   eval  |      0.9341  |     0.9844  |   0.9333  |       0.9371  |              3.6908  |
------------------------------------------------------------------------------------------------------
|      22  |      0  |      1.4082  |     0.7227  |   0.7077  |               |              0.3850  |
|          |      1  |      1.2549  |     0.8057  |   0.7247  |               |              0.7631  |
|          |      2  |      1.2188  |     0.8252  |   0.7924  |               |              1.1406  |
|          |      3  |      1.1885  |     0.8359  |   0.8343  |               |              1.4880  |
|          |      4  |      1.1250  |     0.8809  |   0.8609  |               |              1.8347  |
|          |      5  |      1.0947  |     0.8955  |   0.8600  |               |              2.1816  |
|          |      6  |      1.0459  |     0.9189  |   0.8947  |               |              2.5284  |
|          |      7  |      1.0059  |     0.9375  |   0.8995  |               |              2.8756  |
|          |      8  |      0.9717  |     0.9541  |   0.9200  |               |              3.2222  |
|          |      9  |      0.9365  |     0.9863  |   0.9319  |               |              3.5411  |
|          |   eval  |      0.9365  |     0.9863  |   0.9319  |       0.9421  |              3.6903  |
------------------------------------------------------------------------------------------------------
|      23  |      0  |      1.4854  |     0.6699  |   0.6328  |               |              0.3851  |
|          |      1  |      1.2539  |     0.8086  |   0.6939  |               |              0.7633  |
|          |      2  |      1.1787  |     0.8555  |   0.8046  |               |              1.1407  |
|          |      3  |      1.1436  |     0.8584  |   0.7697  |               |              1.4879  |
|          |      4  |      1.1426  |     0.8623  |   0.8434  |               |              1.8347  |
|          |      5  |      1.0908  |     0.8877  |   0.8448  |               |              2.1819  |
|          |      6  |      1.0674  |     0.9014  |   0.8903  |               |              2.5285  |
|          |      7  |      0.9922  |     0.9551  |   0.9029  |               |              2.8756  |
|          |      8  |      0.9683  |     0.9629  |   0.9254  |               |              3.2223  |
|          |      9  |      0.9507  |     0.9746  |   0.9326  |               |              3.5412  |
|          |   eval  |      0.9507  |     0.9746  |   0.9326  |       0.9395  |              3.6904  |
------------------------------------------------------------------------------------------------------
|      24  |      0  |      1.4170  |     0.7197  |   0.7042  |               |              0.3851  |
|          |      1  |      1.3564  |     0.7510  |   0.6647  |               |              0.7632  |
|          |      2  |      1.2168  |     0.8291  |   0.8027  |               |              1.1409  |
|          |      3  |      1.1826  |     0.8359  |   0.7983  |               |              1.4885  |
|          |      4  |      1.1182  |     0.8789  |   0.8069  |               |              1.8352  |
|          |      5  |      1.0742  |     0.9092  |   0.8579  |               |              2.1822  |
|          |      6  |      1.0332  |     0.9326  |   0.8887  |               |              2.5291  |
|          |      7  |      1.0088  |     0.9424  |   0.9059  |               |              2.8762  |
|          |      8  |      0.9585  |     0.9727  |   0.9187  |               |              3.2228  |
|          |      9  |      0.9380  |     0.9814  |   0.9339  |               |              3.5417  |
|          |   eval  |      0.9380  |     0.9814  |   0.9339  |       0.9405  |              3.6910  |
------------------------------------------------------------------------------------------------------
Mean: 0.9399    Std: 0.0017
/workspace/ese-3060-project/logs/b6e55d59-8734-4dd8-ae12-7c292a3f20a0/log.pt
