------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
|          |      8  |      0.9785  |     0.9551  |   0.9260  |               |              3.2239  |
|          |      9  |      0.9390  |     0.9824  |   0.9337  |               |              3.5432  |
|          |   eval  |      0.9390  |     0.9824  |   0.9337  |       0.9399  |              3.6926  |
------------------------------------------------------------------------------------------------------
|      10  |      0  |      1.4424  |     0.6875  |   0.6945  |               |              0.3852  |
|          |      1  |      1.2637  |     0.8037  |   0.7558  |               |              0.7634  |
|          |      2  |      1.2178  |     0.8281  |   0.6994  |               |              1.1409  |
|          |      3  |      1.1924  |     0.8340  |   0.8094  |               |              1.4887  |
|          |      4  |      1.1514  |     0.8652  |   0.8073  |               |              1.8355  |
|          |      5  |      1.0957  |     0.8916  |   0.8405  |               |              2.1829  |
|          |      6  |      1.0498  |     0.9170  |   0.8753  |               |              2.5297  |
|          |      7  |      1.0186  |     0.9346  |   0.8674  |               |              2.8772  |
|          |      8  |      0.9697  |     0.9580  |   0.9222  |               |              3.2241  |
|          |      9  |      0.9443  |     0.9775  |   0.9327  |               |              3.5432  |
|          |   eval  |      0.9443  |     0.9775  |   0.9327  |       0.9407  |              3.6926  |
------------------------------------------------------------------------------------------------------
|      11  |      0  |      1.3994  |     0.7217  |   0.6940  |               |              0.3852  |
|          |      1  |      1.2617  |     0.8018  |   0.6659  |               |              0.7634  |
|          |      2  |      1.1973  |     0.8428  |   0.7968  |               |              1.1409  |
|          |      3  |      1.1455  |     0.8633  |   0.7790  |               |              1.4884  |
|          |      4  |      1.1113  |     0.8848  |   0.8665  |               |              1.8354  |
|          |      5  |      1.0977  |     0.8838  |   0.8639  |               |              2.1828  |
|          |      6  |      1.0430  |     0.9238  |   0.8995  |               |              2.5298  |
|          |      7  |      1.0186  |     0.9453  |   0.9039  |               |              2.8772  |
|          |      8  |      0.9727  |     0.9551  |   0.9202  |               |              3.2243  |
|          |      9  |      0.9438  |     0.9795  |   0.9329  |               |              3.5434  |
|          |   eval  |      0.9438  |     0.9795  |   0.9329  |       0.9401  |              3.6928  |
------------------------------------------------------------------------------------------------------
|      12  |      0  |      1.4375  |     0.6953  |   0.6541  |               |              0.3852  |
|          |      1  |      1.2910  |     0.7930  |   0.7501  |               |              0.7633  |
|          |      2  |      1.1992  |     0.8369  |   0.7802  |               |              1.1408  |
|          |      3  |      1.1719  |     0.8574  |   0.7775  |               |              1.4884  |
|          |      4  |      1.1074  |     0.8809  |   0.8415  |               |              1.8355  |
|          |      5  |      1.0938  |     0.8975  |   0.8567  |               |              2.1828  |
|          |      6  |      1.0488  |     0.9199  |   0.8918  |               |              2.5299  |
|          |      7  |      1.0293  |     0.9287  |   0.8894  |               |              2.8774  |
|          |      8  |      0.9717  |     0.9609  |   0.9222  |               |              3.2242  |
|          |      9  |      0.9487  |     0.9707  |   0.9333  |               |              3.5433  |
|          |   eval  |      0.9487  |     0.9707  |   0.9333  |       0.9389  |              3.6927  |
------------------------------------------------------------------------------------------------------
|      13  |      0  |      1.4258  |     0.7197  |   0.6933  |               |              0.3852  |
|          |      1  |      1.2461  |     0.8174  |   0.6251  |               |              0.7634  |
|          |      2  |      1.2139  |     0.8164  |   0.6570  |               |              1.1409  |
|          |      3  |      1.1309  |     0.8760  |   0.8268  |               |              1.4884  |
|          |      4  |      1.1270  |     0.8779  |   0.8482  |               |              1.8355  |
|          |      5  |      1.0801  |     0.9121  |   0.8694  |               |              2.1829  |
|          |      6  |      1.0273  |     0.9336  |   0.8944  |               |              2.5297  |
|          |      7  |      1.0293  |     0.9316  |   0.9047  |               |              2.8769  |
|          |      8  |      0.9648  |     0.9629  |   0.9177  |               |              3.2239  |
|          |      9  |      0.9482  |     0.9727  |   0.9322  |               |              3.5431  |
|          |   eval  |      0.9482  |     0.9727  |   0.9322  |       0.9395  |              3.6924  |
------------------------------------------------------------------------------------------------------
|      14  |      0  |      1.3926  |     0.7109  |   0.7014  |               |              0.3851  |
|          |      1  |      1.2510  |     0.8174  |   0.7631  |               |              0.7632  |
|          |      2  |      1.1895  |     0.8398  |   0.7345  |               |              1.1407  |
|          |      3  |      1.1406  |     0.8740  |   0.8231  |               |              1.4883  |
|          |      4  |      1.1475  |     0.8633  |   0.8624  |               |              1.8353  |
|          |      5  |      1.0928  |     0.8936  |   0.8459  |               |              2.1825  |
|          |      6  |      1.0322  |     0.9189  |   0.8984  |               |              2.5295  |
|          |      7  |      1.0195  |     0.9375  |   0.9007  |               |              2.8769  |
|          |      8  |      0.9673  |     0.9580  |   0.9215  |               |              3.2237  |
|          |      9  |      0.9390  |     0.9805  |   0.9340  |               |              3.5428  |
|          |   eval  |      0.9390  |     0.9805  |   0.9340  |       0.9397  |              3.6922  |
------------------------------------------------------------------------------------------------------
|      15  |      0  |      1.4209  |     0.7041  |   0.6672  |               |              0.3851  |
|          |      1  |      1.2402  |     0.8242  |   0.7344  |               |              0.7633  |
|          |      2  |      1.2168  |     0.8271  |   0.7553  |               |              1.1408  |
|          |      3  |      1.1484  |     0.8750  |   0.7550  |               |              1.4882  |
|          |      4  |      1.1143  |     0.8818  |   0.8385  |               |              1.8352  |
|          |      5  |      1.1045  |     0.8906  |   0.8713  |               |              2.1826  |
|          |      6  |      1.0400  |     0.9209  |   0.8841  |               |              2.5295  |
|          |      7  |      1.0146  |     0.9395  |   0.8987  |               |              2.8767  |
|          |      8  |      0.9634  |     0.9590  |   0.9183  |               |              3.2236  |
|          |      9  |      0.9502  |     0.9746  |   0.9333  |               |              3.5429  |
|          |   eval  |      0.9502  |     0.9746  |   0.9333  |       0.9402  |              3.6922  |
------------------------------------------------------------------------------------------------------
|      16  |      0  |      1.4502  |     0.6836  |   0.6673  |               |              0.3850  |
|          |      1  |      1.2930  |     0.7969  |   0.7194  |               |              0.7631  |
|          |      2  |      1.2129  |     0.8291  |   0.8194  |               |              1.1407  |
|          |      3  |      1.1621  |     0.8574  |   0.8096  |               |              1.4883  |
|          |      4  |      1.1123  |     0.8916  |   0.8407  |               |              1.8352  |
|          |      5  |      1.1162  |     0.8867  |   0.8563  |               |              2.1824  |
|          |      6  |      1.0400  |     0.9258  |   0.8952  |               |              2.5294  |
|          |      7  |      1.0264  |     0.9385  |   0.8957  |               |              2.8769  |
|          |      8  |      0.9678  |     0.9619  |   0.9229  |               |              3.2238  |
|          |      9  |      0.9482  |     0.9727  |   0.9301  |               |              3.5430  |
|          |   eval  |      0.9482  |     0.9727  |   0.9301  |       0.9397  |              3.6924  |
------------------------------------------------------------------------------------------------------
|      17  |      0  |      1.4014  |     0.7236  |   0.6787  |               |              0.3852  |
|          |      1  |      1.2383  |     0.8252  |   0.7368  |               |              0.7634  |
|          |      2  |      1.2080  |     0.8320  |   0.7311  |               |              1.1409  |
|          |      3  |      1.1719  |     0.8477  |   0.8278  |               |              1.4883  |
|          |      4  |      1.1377  |     0.8701  |   0.8476  |               |              1.8354  |
|          |      5  |      1.1123  |     0.8672  |   0.8504  |               |              2.1827  |
|          |      6  |      1.0410  |     0.9258  |   0.8890  |               |              2.5295  |
|          |      7  |      1.0215  |     0.9355  |   0.8948  |               |              2.8766  |
|          |      8  |      0.9663  |     0.9639  |   0.9180  |               |              3.2234  |
|          |      9  |      0.9365  |     0.9805  |   0.9305  |               |              3.5426  |
|          |   eval  |      0.9365  |     0.9805  |   0.9305  |       0.9420  |              3.6920  |
------------------------------------------------------------------------------------------------------
|      18  |      0  |      1.4219  |     0.7178  |   0.6953  |               |              0.3850  |
|          |      1  |      1.2471  |     0.8096  |   0.7024  |               |              0.7631  |
|          |      2  |      1.2080  |     0.8389  |   0.7477  |               |              1.1406  |
|          |      3  |      1.1494  |     0.8730  |   0.8315  |               |              1.4882  |
|          |      4  |      1.1318  |     0.8740  |   0.8517  |               |              1.8351  |
|          |      5  |      1.1162  |     0.8799  |   0.8561  |               |              2.1823  |
|          |      6  |      1.0439  |     0.9199  |   0.8909  |               |              2.5294  |
|          |      7  |      1.0293  |     0.9287  |   0.9006  |               |              2.8766  |
|          |      8  |      0.9780  |     0.9590  |   0.9154  |               |              3.2233  |
|          |      9  |      0.9375  |     0.9805  |   0.9336  |               |              3.5423  |
|          |   eval  |      0.9375  |     0.9805  |   0.9336  |       0.9407  |              3.6917  |
------------------------------------------------------------------------------------------------------
|      19  |      0  |      1.4307  |     0.7148  |   0.5325  |               |              0.3851  |
|          |      1  |      1.2686  |     0.7939  |   0.7093  |               |              0.7633  |
|          |      2  |      1.2080  |     0.8223  |   0.7814  |               |              1.1406  |
|          |      3  |      1.1465  |     0.8633  |   0.8163  |               |              1.4880  |
|          |      4  |      1.1396  |     0.8682  |   0.8543  |               |              1.8350  |
|          |      5  |      1.0850  |     0.9082  |   0.8800  |               |              2.1823  |
|          |      6  |      1.0352  |     0.9238  |   0.8816  |               |              2.5293  |
|          |      7  |      1.0225  |     0.9346  |   0.8966  |               |              2.8763  |
|          |      8  |      0.9824  |     0.9580  |   0.9239  |               |              3.2233  |
|          |      9  |      0.9385  |     0.9834  |   0.9334  |               |              3.5425  |
|          |   eval  |      0.9385  |     0.9834  |   0.9334  |       0.9405  |              3.6918  |
------------------------------------------------------------------------------------------------------
|      20  |      0  |      1.4414  |     0.6943  |   0.6986  |               |              0.3849  |
|          |      1  |      1.2520  |     0.8057  |   0.7675  |               |              0.7630  |
|          |      2  |      1.2637  |     0.7988  |   0.7107  |               |              1.1404  |
|          |      3  |      1.1602  |     0.8594  |   0.8227  |               |              1.4881  |
|          |      4  |      1.1055  |     0.8936  |   0.8446  |               |              1.8350  |
|          |      5  |      1.1182  |     0.8809  |   0.8306  |               |              2.1822  |
|          |      6  |      1.0508  |     0.9170  |   0.8845  |               |              2.5293  |
|          |      7  |      1.0264  |     0.9297  |   0.9095  |               |              2.8766  |
|          |      8  |      0.9790  |     0.9512  |   0.9217  |               |              3.2235  |
|          |      9  |      0.9297  |     0.9844  |   0.9347  |               |              3.5426  |
|          |   eval  |      0.9297  |     0.9844  |   0.9347  |       0.9403  |              3.6920  |
------------------------------------------------------------------------------------------------------
|      21  |      0  |      1.4141  |     0.7080  |   0.6617  |               |              0.3850  |
|          |      1  |      1.2627  |     0.8027  |   0.7812  |               |              0.7633  |
|          |      2  |      1.1641  |     0.8516  |   0.7683  |               |              1.1406  |
|          |      3  |      1.1602  |     0.8486  |   0.8383  |               |              1.4880  |
|          |      4  |      1.1270  |     0.8740  |   0.7449  |               |              1.8349  |
|          |      5  |      1.0957  |     0.8994  |   0.8778  |               |              2.1822  |
|          |      6  |      1.0566  |     0.9111  |   0.8697  |               |              2.5291  |
|          |      7  |      1.0146  |     0.9385  |   0.9091  |               |              2.8763  |
|          |      8  |      0.9653  |     0.9648  |   0.9260  |               |              3.2234  |
|          |      9  |      0.9365  |     0.9746  |   0.9339  |               |              3.5425  |
|          |   eval  |      0.9365  |     0.9746  |   0.9339  |       0.9383  |              3.6919  |
------------------------------------------------------------------------------------------------------
|      22  |      0  |      1.4141  |     0.7275  |   0.6834  |               |              0.3849  |
|          |      1  |      1.2598  |     0.8096  |   0.7628  |               |              0.7631  |
|          |      2  |      1.1855  |     0.8408  |   0.8007  |               |              1.1407  |
|          |      3  |      1.1797  |     0.8477  |   0.8094  |               |              1.4882  |
|          |      4  |      1.1172  |     0.8838  |   0.8560  |               |              1.8351  |
|          |      5  |      1.0684  |     0.9092  |   0.8533  |               |              2.1824  |
|          |      6  |      1.0674  |     0.8984  |   0.8923  |               |              2.5296  |
|          |      7  |      1.0088  |     0.9434  |   0.9116  |               |              2.8769  |
|          |      8  |      0.9785  |     0.9561  |   0.9255  |               |              3.2237  |
|          |      9  |      0.9424  |     0.9717  |   0.9362  |               |              3.5427  |
|          |   eval  |      0.9424  |     0.9717  |   0.9362  |       0.9419  |              3.6920  |
------------------------------------------------------------------------------------------------------
|      23  |      0  |      1.4746  |     0.6787  |   0.6377  |               |              0.3850  |
|          |      1  |      1.2910  |     0.7773  |   0.7715  |               |              0.7631  |
|          |      2  |      1.1895  |     0.8457  |   0.7589  |               |              1.1405  |
|          |      3  |      1.1631  |     0.8604  |   0.8441  |               |              1.4877  |
|          |      4  |      1.1436  |     0.8643  |   0.8687  |               |              1.8346  |
|          |      5  |      1.1143  |     0.8828  |   0.8692  |               |              2.1820  |
|          |      6  |      1.0518  |     0.9082  |   0.8804  |               |              2.5287  |
|          |      7  |      1.0312  |     0.9258  |   0.8893  |               |              2.8760  |
|          |      8  |      0.9683  |     0.9678  |   0.9217  |               |              3.2229  |
|          |      9  |      0.9297  |     0.9844  |   0.9366  |               |              3.5420  |
|          |   eval  |      0.9297  |     0.9844  |   0.9366  |       0.9419  |              3.6914  |
------------------------------------------------------------------------------------------------------
|      24  |      0  |      1.3945  |     0.7295  |   0.7101  |               |              0.3849  |
|          |      1  |      1.2734  |     0.7939  |   0.7648  |               |              0.7630  |
|          |      2  |      1.2031  |     0.8359  |   0.7986  |               |              1.1404  |
|          |      3  |      1.1748  |     0.8535  |   0.7397  |               |              1.4879  |
|          |      4  |      1.1289  |     0.8799  |   0.8114  |               |              1.8348  |
|          |      5  |      1.0938  |     0.8965  |   0.8654  |               |              2.1819  |
|          |      6  |      1.0576  |     0.9092  |   0.9035  |               |              2.5287  |
|          |      7  |      1.0205  |     0.9346  |   0.9076  |               |              2.8758  |
|          |      8  |      0.9619  |     0.9658  |   0.9223  |               |              3.2227  |
|          |      9  |      0.9438  |     0.9736  |   0.9321  |               |              3.5417  |
|          |   eval  |      0.9438  |     0.9736  |   0.9321  |       0.9399  |              3.6910  |
------------------------------------------------------------------------------------------------------
Mean: 0.9402    Std: 0.0011
/workspace/ese-3060-project/logs/febe95b4-c4bb-4f7a-8fcc-25f8d02ceb12/log.pt
