------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
|          |      8  |      0.9697  |     0.9619  |   0.9261  |               |              3.2262  |
|          |      9  |      0.9365  |     0.9785  |   0.9338  |               |              3.5455  |
|          |   eval  |      0.9365  |     0.9785  |   0.9338  |       0.9418  |              3.6946  |
------------------------------------------------------------------------------------------------------
|       3  |      0  |      1.4170  |     0.7227  |   0.6632  |               |              0.3858  |
|          |      1  |      1.2793  |     0.7998  |   0.7704  |               |              0.7645  |
|          |      2  |      1.2363  |     0.8125  |   0.7645  |               |              1.1423  |
|          |      3  |      1.1680  |     0.8477  |   0.7230  |               |              1.4900  |
|          |      4  |      1.1299  |     0.8760  |   0.8577  |               |              1.8371  |
|          |      5  |      1.0996  |     0.8867  |   0.8532  |               |              2.1846  |
|          |      6  |      1.0449  |     0.9287  |   0.8957  |               |              2.5317  |
|          |      7  |      1.0430  |     0.9199  |   0.8962  |               |              2.8792  |
|          |      8  |      0.9722  |     0.9600  |   0.9247  |               |              3.2262  |
|          |      9  |      0.9507  |     0.9707  |   0.9319  |               |              3.5455  |
|          |   eval  |      0.9507  |     0.9707  |   0.9319  |       0.9398  |              3.6946  |
------------------------------------------------------------------------------------------------------
|       4  |      0  |      1.4736  |     0.6660  |   0.6904  |               |              0.3854  |
|          |      1  |      1.2793  |     0.7891  |   0.7165  |               |              0.7639  |
|          |      2  |      1.2275  |     0.8213  |   0.6835  |               |              1.1418  |
|          |      3  |      1.1465  |     0.8652  |   0.8149  |               |              1.4895  |
|          |      4  |      1.1201  |     0.8857  |   0.8250  |               |              1.8365  |
|          |      5  |      1.1084  |     0.8906  |   0.7965  |               |              2.1839  |
|          |      6  |      1.0352  |     0.9238  |   0.8964  |               |              2.5310  |
|          |      7  |      1.0186  |     0.9404  |   0.8954  |               |              2.8786  |
|          |      8  |      0.9766  |     0.9512  |   0.9180  |               |              3.2256  |
|          |      9  |      0.9336  |     0.9814  |   0.9330  |               |              3.5449  |
|          |   eval  |      0.9336  |     0.9814  |   0.9330  |       0.9386  |              3.6940  |
------------------------------------------------------------------------------------------------------
|       5  |      0  |      1.4023  |     0.7344  |   0.6653  |               |              0.3856  |
|          |      1  |      1.2764  |     0.8008  |   0.6919  |               |              0.7642  |
|          |      2  |      1.1865  |     0.8486  |   0.8194  |               |              1.1420  |
|          |      3  |      1.1367  |     0.8750  |   0.8357  |               |              1.4897  |
|          |      4  |      1.1318  |     0.8662  |   0.8568  |               |              1.8368  |
|          |      5  |      1.1006  |     0.8887  |   0.8424  |               |              2.1843  |
|          |      6  |      1.0596  |     0.9062  |   0.8932  |               |              2.5313  |
|          |      7  |      1.0088  |     0.9385  |   0.8971  |               |              2.8787  |
|          |      8  |      0.9673  |     0.9648  |   0.9236  |               |              3.2258  |
|          |      9  |      0.9331  |     0.9893  |   0.9312  |               |              3.5450  |
|          |   eval  |      0.9331  |     0.9893  |   0.9312  |       0.9414  |              3.6942  |
------------------------------------------------------------------------------------------------------
|       6  |      0  |      1.4111  |     0.7139  |   0.7069  |               |              0.3855  |
|          |      1  |      1.2764  |     0.8047  |   0.7134  |               |              0.7639  |
|          |      2  |      1.2129  |     0.8252  |   0.7441  |               |              1.1418  |
|          |      3  |      1.1699  |     0.8428  |   0.8181  |               |              1.4894  |
|          |      4  |      1.1621  |     0.8506  |   0.8322  |               |              1.8366  |
|          |      5  |      1.0977  |     0.8994  |   0.8679  |               |              2.1841  |
|          |      6  |      1.0449  |     0.9141  |   0.8837  |               |              2.5312  |
|          |      7  |      1.0264  |     0.9307  |   0.8997  |               |              2.8787  |
|          |      8  |      0.9629  |     0.9678  |   0.9201  |               |              3.2257  |
|          |      9  |      0.9370  |     0.9775  |   0.9301  |               |              3.5450  |
|          |   eval  |      0.9370  |     0.9775  |   0.9301  |       0.9377  |              3.6941  |
------------------------------------------------------------------------------------------------------
|       7  |      0  |      1.4492  |     0.7041  |   0.6596  |               |              0.3859  |
|          |      1  |      1.2500  |     0.8027  |   0.6378  |               |              0.7645  |
|          |      2  |      1.1709  |     0.8564  |   0.7893  |               |              1.1423  |
|          |      3  |      1.1748  |     0.8477  |   0.8119  |               |              1.4900  |
|          |      4  |      1.1406  |     0.8711  |   0.8618  |               |              1.8371  |
|          |      5  |      1.0781  |     0.9062  |   0.8698  |               |              2.1847  |
|          |      6  |      1.0244  |     0.9375  |   0.8788  |               |              2.5318  |
|          |      7  |      1.0049  |     0.9385  |   0.9082  |               |              2.8793  |
|          |      8  |      0.9702  |     0.9580  |   0.9217  |               |              3.2264  |
|          |      9  |      0.9331  |     0.9854  |   0.9337  |               |              3.5457  |
|          |   eval  |      0.9331  |     0.9854  |   0.9337  |       0.9429  |              3.6949  |
------------------------------------------------------------------------------------------------------
|       8  |      0  |      1.4180  |     0.7139  |   0.5996  |               |              0.3855  |
|          |      1  |      1.3350  |     0.7646  |   0.6026  |               |              0.7639  |
|          |      2  |      1.1982  |     0.8398  |   0.7825  |               |              1.1419  |
|          |      3  |      1.1719  |     0.8506  |   0.7749  |               |              1.4897  |
|          |      4  |      1.1152  |     0.8887  |   0.8526  |               |              1.8366  |
|          |      5  |      1.0732  |     0.8994  |   0.8698  |               |              2.1842  |
|          |      6  |      1.0449  |     0.9199  |   0.8911  |               |              2.5313  |
|          |      7  |      1.0254  |     0.9326  |   0.8927  |               |              2.8789  |
|          |      8  |      0.9736  |     0.9619  |   0.9254  |               |              3.2259  |
|          |      9  |      0.9512  |     0.9736  |   0.9334  |               |              3.5452  |
|          |   eval  |      0.9512  |     0.9736  |   0.9334  |       0.9406  |              3.6943  |
------------------------------------------------------------------------------------------------------
|       9  |      0  |      1.4160  |     0.7217  |   0.6553  |               |              0.3855  |
|          |      1  |      1.2598  |     0.8301  |   0.7690  |               |              0.7642  |
|          |      2  |      1.1895  |     0.8604  |   0.7866  |               |              1.1420  |
|          |      3  |      1.1641  |     0.8535  |   0.8335  |               |              1.4896  |
|          |      4  |      1.1318  |     0.8662  |   0.8566  |               |              1.8367  |
|          |      5  |      1.1045  |     0.8848  |   0.8227  |               |              2.1842  |
|          |      6  |      1.0303  |     0.9268  |   0.8881  |               |              2.5313  |
|          |      7  |      1.0146  |     0.9365  |   0.9061  |               |              2.8787  |
|          |      8  |      0.9731  |     0.9609  |   0.9199  |               |              3.2258  |
|          |      9  |      0.9429  |     0.9795  |   0.9310  |               |              3.5450  |
|          |   eval  |      0.9429  |     0.9795  |   0.9310  |       0.9405  |              3.6942  |
------------------------------------------------------------------------------------------------------
|      10  |      0  |      1.4453  |     0.6943  |   0.6842  |               |              0.3854  |
|          |      1  |      1.2441  |     0.8145  |   0.7111  |               |              0.7640  |
|          |      2  |      1.2490  |     0.8076  |   0.8023  |               |              1.1419  |
|          |      3  |      1.1475  |     0.8652  |   0.7786  |               |              1.4895  |
|          |      4  |      1.1348  |     0.8662  |   0.8468  |               |              1.8366  |
|          |      5  |      1.0762  |     0.9131  |   0.8568  |               |              2.1840  |
|          |      6  |      1.0596  |     0.9150  |   0.8967  |               |              2.5310  |
|          |      7  |      1.0254  |     0.9326  |   0.8963  |               |              2.8785  |
|          |      8  |      0.9692  |     0.9600  |   0.9253  |               |              3.2256  |
|          |      9  |      0.9453  |     0.9736  |   0.9333  |               |              3.5449  |
|          |   eval  |      0.9453  |     0.9736  |   0.9333  |       0.9388  |              3.6942  |
------------------------------------------------------------------------------------------------------
|      11  |      0  |      1.4531  |     0.6982  |   0.6396  |               |              0.3856  |
|          |      1  |      1.2256  |     0.8232  |   0.7530  |               |              0.7643  |
|          |      2  |      1.2012  |     0.8320  |   0.7699  |               |              1.1421  |
|          |      3  |      1.1504  |     0.8555  |   0.7466  |               |              1.4897  |
|          |      4  |      1.1143  |     0.8799  |   0.8647  |               |              1.8370  |
|          |      5  |      1.1006  |     0.8926  |   0.8675  |               |              2.1845  |
|          |      6  |      1.0498  |     0.9209  |   0.8873  |               |              2.5315  |
|          |      7  |      1.0312  |     0.9189  |   0.9100  |               |              2.8790  |
|          |      8  |      0.9487  |     0.9775  |   0.9239  |               |              3.2260  |
|          |      9  |      0.9370  |     0.9824  |   0.9310  |               |              3.5452  |
|          |   eval  |      0.9370  |     0.9824  |   0.9310  |       0.9390  |              3.6944  |
------------------------------------------------------------------------------------------------------
|      12  |      0  |      1.4531  |     0.6826  |   0.6954  |               |              0.3854  |
|          |      1  |      1.2461  |     0.8115  |   0.7372  |               |              0.7638  |
|          |      2  |      1.1855  |     0.8359  |   0.7989  |               |              1.1417  |
|          |      3  |      1.1924  |     0.8271  |   0.7846  |               |              1.4893  |
|          |      4  |      1.1611  |     0.8613  |   0.8240  |               |              1.8365  |
|          |      5  |      1.1064  |     0.8857  |   0.8391  |               |              2.1839  |
|          |      6  |      1.0518  |     0.9180  |   0.8942  |               |              2.5309  |
|          |      7  |      1.0283  |     0.9229  |   0.9046  |               |              2.8784  |
|          |      8  |      0.9834  |     0.9492  |   0.9248  |               |              3.2254  |
|          |      9  |      0.9326  |     0.9854  |   0.9331  |               |              3.5446  |
|          |   eval  |      0.9326  |     0.9854  |   0.9331  |       0.9389  |              3.6937  |
------------------------------------------------------------------------------------------------------
|      13  |      0  |      1.4502  |     0.6885  |   0.6827  |               |              0.3855  |
|          |      1  |      1.3027  |     0.7773  |   0.7271  |               |              0.7641  |
|          |      2  |      1.2129  |     0.8525  |   0.7838  |               |              1.1418  |
|          |      3  |      1.1611  |     0.8633  |   0.8132  |               |              1.4894  |
|          |      4  |      1.1318  |     0.8789  |   0.8512  |               |              1.8364  |
|          |      5  |      1.0850  |     0.9033  |   0.8592  |               |              2.1839  |
|          |      6  |      1.0439  |     0.9131  |   0.8859  |               |              2.5311  |
|          |      7  |      1.0283  |     0.9277  |   0.9073  |               |              2.8786  |
|          |      8  |      0.9741  |     0.9668  |   0.9179  |               |              3.2256  |
|          |      9  |      0.9351  |     0.9854  |   0.9341  |               |              3.5448  |
|          |   eval  |      0.9351  |     0.9854  |   0.9341  |       0.9387  |              3.6940  |
------------------------------------------------------------------------------------------------------
|      14  |      0  |      1.4189  |     0.7129  |   0.6856  |               |              0.3854  |
|          |      1  |      1.2891  |     0.7900  |   0.6986  |               |              0.7638  |
|          |      2  |      1.2041  |     0.8525  |   0.8202  |               |              1.1416  |
|          |      3  |      1.1826  |     0.8477  |   0.8112  |               |              1.4892  |
|          |      4  |      1.1270  |     0.8818  |   0.8518  |               |              1.8362  |
|          |      5  |      1.1094  |     0.8857  |   0.8538  |               |              2.1837  |
|          |      6  |      1.0322  |     0.9287  |   0.8911  |               |              2.5306  |
|          |      7  |      1.0264  |     0.9395  |   0.8981  |               |              2.8781  |
|          |      8  |      0.9795  |     0.9570  |   0.9219  |               |              3.2250  |
|          |      9  |      0.9434  |     0.9717  |   0.9310  |               |              3.5442  |
|          |   eval  |      0.9434  |     0.9717  |   0.9310  |       0.9397  |              3.6934  |
------------------------------------------------------------------------------------------------------
|      15  |      0  |      1.4502  |     0.6904  |   0.6613  |               |              0.3855  |
|          |      1  |      1.2754  |     0.7930  |   0.7229  |               |              0.7640  |
|          |      2  |      1.2002  |     0.8252  |   0.7819  |               |              1.1417  |
|          |      3  |      1.1846  |     0.8447  |   0.8106  |               |              1.4894  |
|          |      4  |      1.1484  |     0.8633  |   0.8429  |               |              1.8363  |
|          |      5  |      1.0928  |     0.8906  |   0.8737  |               |              2.1838  |
|          |      6  |      1.0449  |     0.9277  |   0.8908  |               |              2.5307  |
|          |      7  |      1.0127  |     0.9365  |   0.8973  |               |              2.8780  |
|          |      8  |      0.9678  |     0.9648  |   0.9213  |               |              3.2250  |
|          |      9  |      0.9448  |     0.9766  |   0.9317  |               |              3.5443  |
|          |   eval  |      0.9448  |     0.9766  |   0.9317  |       0.9367  |              3.6934  |
------------------------------------------------------------------------------------------------------
|      16  |      0  |      1.4521  |     0.7041  |   0.7022  |               |              0.3853  |
|          |      1  |      1.2588  |     0.8076  |   0.7106  |               |              0.7637  |
|          |      2  |      1.2188  |     0.8301  |   0.8069  |               |              1.1416  |
|          |      3  |      1.1533  |     0.8643  |   0.7919  |               |              1.4892  |
|          |      4  |      1.1299  |     0.8799  |   0.8488  |               |              1.8362  |
|          |      5  |      1.0918  |     0.8867  |   0.8386  |               |              2.1836  |
|          |      6  |      1.0488  |     0.9238  |   0.8970  |               |              2.5307  |
|          |      7  |      1.0078  |     0.9414  |   0.9038  |               |              2.8782  |
|          |      8  |      0.9761  |     0.9580  |   0.9214  |               |              3.2251  |
|          |      9  |      0.9385  |     0.9795  |   0.9339  |               |              3.5443  |
|          |   eval  |      0.9385  |     0.9795  |   0.9339  |       0.9405  |              3.6935  |
------------------------------------------------------------------------------------------------------
|      17  |      0  |      1.4043  |     0.7227  |   0.6693  |               |              0.3854  |
|          |      1  |      1.2695  |     0.7998  |   0.7661  |               |              0.7641  |
|          |      2  |      1.2334  |     0.8145  |   0.7266  |               |              1.1418  |
|          |      3  |      1.1523  |     0.8652  |   0.8329  |               |              1.4893  |
|          |      4  |      1.1475  |     0.8604  |   0.8649  |               |              1.8363  |
|          |      5  |      1.0938  |     0.8906  |   0.8658  |               |              2.1838  |
|          |      6  |      1.0508  |     0.9160  |   0.8954  |               |              2.5307  |
|          |      7  |      1.0127  |     0.9287  |   0.9010  |               |              2.8780  |
|          |      8  |      0.9731  |     0.9668  |   0.9243  |               |              3.2250  |
|          |      9  |      0.9438  |     0.9766  |   0.9331  |               |              3.5444  |
|          |   eval  |      0.9438  |     0.9766  |   0.9331  |       0.9399  |              3.6935  |
------------------------------------------------------------------------------------------------------
|      18  |      0  |      1.4355  |     0.7090  |   0.6740  |               |              0.3880  |
|          |      1  |      1.2471  |     0.8193  |   0.7996  |               |              0.7666  |
|          |      2  |      1.1875  |     0.8457  |   0.7713  |               |              1.1444  |
|          |      3  |      1.1367  |     0.8740  |   0.7692  |               |              1.4920  |
|          |      4  |      1.1240  |     0.8809  |   0.8629  |               |              1.8391  |
|          |      5  |      1.0830  |     0.8955  |   0.8527  |               |              2.1867  |
|          |      6  |      1.0488  |     0.9180  |   0.8877  |               |              2.5337  |
|          |      7  |      1.0244  |     0.9346  |   0.8771  |               |              2.8812  |
|          |      8  |      0.9741  |     0.9639  |   0.9217  |               |              3.2281  |
|          |      9  |      0.9380  |     0.9863  |   0.9321  |               |              3.5473  |
|          |   eval  |      0.9380  |     0.9863  |   0.9321  |       0.9414  |              3.6965  |
------------------------------------------------------------------------------------------------------
|      19  |      0  |      1.4385  |     0.7080  |   0.6476  |               |              0.3854  |
|          |      1  |      1.2568  |     0.8125  |   0.7268  |               |              0.7640  |
|          |      2  |      1.1943  |     0.8418  |   0.7097  |               |              1.1417  |
|          |      3  |      1.1455  |     0.8691  |   0.8171  |               |              1.4893  |
|          |      4  |      1.1211  |     0.8760  |   0.8384  |               |              1.8363  |
|          |      5  |      1.0625  |     0.9092  |   0.8296  |               |              2.1838  |
|          |      6  |      1.0352  |     0.9307  |   0.8902  |               |              2.5308  |
|          |      7  |      1.0312  |     0.9268  |   0.8995  |               |              2.8782  |
|          |      8  |      0.9692  |     0.9658  |   0.9226  |               |              3.2252  |
|          |      9  |      0.9331  |     0.9824  |   0.9327  |               |              3.5445  |
|          |   eval  |      0.9331  |     0.9824  |   0.9327  |       0.9384  |              3.6936  |
------------------------------------------------------------------------------------------------------
|      20  |      0  |      1.4102  |     0.7354  |   0.6621  |               |              0.3852  |
|          |      1  |      1.2842  |     0.7793  |   0.7382  |               |              0.7637  |
|          |      2  |      1.1953  |     0.8301  |   0.8019  |               |              1.1415  |
|          |      3  |      1.1611  |     0.8564  |   0.8117  |               |              1.4891  |
|          |      4  |      1.1289  |     0.8730  |   0.8427  |               |              1.8361  |
|          |      5  |      1.0947  |     0.8936  |   0.8590  |               |              2.1834  |
|          |      6  |      1.0674  |     0.9111  |   0.8914  |               |              2.5305  |
|          |      7  |      1.0625  |     0.9072  |   0.8916  |               |              2.8779  |
|          |      8  |      0.9541  |     0.9756  |   0.9252  |               |              3.2248  |
|          |      9  |      0.9424  |     0.9814  |   0.9319  |               |              3.5440  |
|          |   eval  |      0.9424  |     0.9814  |   0.9319  |       0.9400  |              3.6931  |
------------------------------------------------------------------------------------------------------
|      21  |      0  |      1.4854  |     0.6719  |   0.6155  |               |              0.3854  |
|          |      1  |      1.2539  |     0.8096  |   0.7333  |               |              0.7639  |
|          |      2  |      1.2383  |     0.8145  |   0.8218  |               |              1.1416  |
|          |      3  |      1.1602  |     0.8545  |   0.8048  |               |              1.4892  |
|          |      4  |      1.1221  |     0.8770  |   0.8613  |               |              1.8362  |
|          |      5  |      1.1025  |     0.8906  |   0.8598  |               |              2.1837  |
|          |      6  |      1.0361  |     0.9258  |   0.8845  |               |              2.5307  |
|          |      7  |      1.0342  |     0.9297  |   0.8971  |               |              2.8780  |
|          |      8  |      0.9717  |     0.9668  |   0.9224  |               |              3.2250  |
|          |      9  |      0.9292  |     0.9854  |   0.9325  |               |              3.5441  |
|          |   eval  |      0.9292  |     0.9854  |   0.9325  |       0.9391  |              3.6933  |
------------------------------------------------------------------------------------------------------
|      22  |      0  |      1.4385  |     0.6826  |   0.6299  |               |              0.3853  |
|          |      1  |      1.2383  |     0.8125  |   0.7471  |               |              0.7638  |
|          |      2  |      1.2061  |     0.8438  |   0.7676  |               |              1.1416  |
|          |      3  |      1.1465  |     0.8662  |   0.7798  |               |              1.4891  |
|          |      4  |      1.1182  |     0.8887  |   0.8719  |               |              1.8361  |
|          |      5  |      1.0918  |     0.8965  |   0.8341  |               |              2.1835  |
|          |      6  |      1.0635  |     0.9102  |   0.8881  |               |              2.5304  |
|          |      7  |      1.0107  |     0.9385  |   0.8939  |               |              2.8777  |
|          |      8  |      0.9775  |     0.9521  |   0.9199  |               |              3.2247  |
|          |      9  |      0.9429  |     0.9775  |   0.9296  |               |              3.5440  |
|          |   eval  |      0.9429  |     0.9775  |   0.9296  |       0.9385  |              3.6931  |
------------------------------------------------------------------------------------------------------
|      23  |      0  |      1.4150  |     0.7109  |   0.6660  |               |              0.3856  |
|          |      1  |      1.2588  |     0.8105  |   0.7057  |               |              0.7641  |
|          |      2  |      1.1816  |     0.8379  |   0.8159  |               |              1.1418  |
|          |      3  |      1.1836  |     0.8428  |   0.8099  |               |              1.4893  |
|          |      4  |      1.1318  |     0.8682  |   0.8207  |               |              1.8363  |
|          |      5  |      1.1074  |     0.8926  |   0.8629  |               |              2.1836  |
|          |      6  |      1.0361  |     0.9238  |   0.8936  |               |              2.5304  |
|          |      7  |      1.0264  |     0.9297  |   0.8944  |               |              2.8777  |
|          |      8  |      0.9736  |     0.9570  |   0.9208  |               |              3.2247  |
|          |      9  |      0.9346  |     0.9824  |   0.9313  |               |              3.5439  |
|          |   eval  |      0.9346  |     0.9824  |   0.9313  |       0.9381  |              3.6931  |
------------------------------------------------------------------------------------------------------
|      24  |      0  |      1.4023  |     0.7373  |   0.6891  |               |              0.3852  |
|          |      1  |      1.2373  |     0.8096  |   0.7118  |               |              0.7636  |
|          |      2  |      1.2100  |     0.8281  |   0.6747  |               |              1.1413  |
|          |      3  |      1.1719  |     0.8486  |   0.8392  |               |              1.4889  |
|          |      4  |      1.1299  |     0.8740  |   0.8344  |               |              1.8358  |
|          |      5  |      1.0869  |     0.8936  |   0.8606  |               |              2.1831  |
|          |      6  |      1.0635  |     0.9043  |   0.8883  |               |              2.5300  |
|          |      7  |      1.0254  |     0.9346  |   0.9080  |               |              2.8775  |
|          |      8  |      0.9717  |     0.9590  |   0.9209  |               |              3.2244  |
|          |      9  |      0.9302  |     0.9824  |   0.9333  |               |              3.5436  |
|          |   eval  |      0.9302  |     0.9824  |   0.9333  |       0.9393  |              3.6927  |
------------------------------------------------------------------------------------------------------
Mean: 0.9396    Std: 0.0014
/workspace/ese-3060-project/logs/563b40e1-a54c-4d2e-91d9-a564f1bd4302/log.pt
