------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
|          |      2  |      1.2100  |     0.8428  |   0.8219  |               |              1.1421  |
|          |      3  |      1.1855  |     0.8379  |   0.8259  |               |              1.4899  |
|          |      4  |      1.1260  |     0.8691  |   0.8546  |               |              1.8371  |
|          |      5  |      1.1025  |     0.8896  |   0.8762  |               |              2.1848  |
|          |      6  |      1.0293  |     0.9287  |   0.8816  |               |              2.5320  |
|          |      7  |      0.9995  |     0.9434  |   0.9051  |               |              2.8797  |
|          |      8  |      0.9663  |     0.9688  |   0.9213  |               |              3.2272  |
|          |      9  |      0.9458  |     0.9746  |   0.9318  |               |              3.5466  |
|          |   eval  |      0.9458  |     0.9746  |   0.9318  |       0.9395  |              3.6958  |
------------------------------------------------------------------------------------------------------
|       7  |      0  |      1.4150  |     0.7031  |   0.7040  |               |              0.3856  |
|          |      1  |      1.2812  |     0.7900  |   0.7027  |               |              0.7643  |
|          |      2  |      1.2090  |     0.8291  |   0.7828  |               |              1.1422  |
|          |      3  |      1.1465  |     0.8691  |   0.8202  |               |              1.4900  |
|          |      4  |      1.1504  |     0.8672  |   0.8242  |               |              1.8372  |
|          |      5  |      1.0938  |     0.8848  |   0.8599  |               |              2.1849  |
|          |      6  |      1.0430  |     0.9248  |   0.8783  |               |              2.5322  |
|          |      7  |      1.0176  |     0.9346  |   0.8953  |               |              2.8798  |
|          |      8  |      0.9727  |     0.9658  |   0.9251  |               |              3.2270  |
|          |      9  |      0.9487  |     0.9746  |   0.9314  |               |              3.5464  |
|          |   eval  |      0.9487  |     0.9746  |   0.9314  |       0.9396  |              3.6956  |
------------------------------------------------------------------------------------------------------
|       8  |      0  |      1.4580  |     0.6816  |   0.6751  |               |              0.3854  |
|          |      1  |      1.2539  |     0.8115  |   0.7707  |               |              0.7641  |
|          |      2  |      1.2002  |     0.8350  |   0.8080  |               |              1.1421  |
|          |      3  |      1.1543  |     0.8643  |   0.8279  |               |              1.4899  |
|          |      4  |      1.1357  |     0.8789  |   0.8462  |               |              1.8372  |
|          |      5  |      1.0947  |     0.8906  |   0.8760  |               |              2.1848  |
|          |      6  |      1.0322  |     0.9209  |   0.8779  |               |              2.5320  |
|          |      7  |      0.9937  |     0.9492  |   0.8996  |               |              2.8796  |
|          |      8  |      0.9692  |     0.9639  |   0.9222  |               |              3.2269  |
|          |      9  |      0.9541  |     0.9648  |   0.9336  |               |              3.5463  |
|          |   eval  |      0.9541  |     0.9648  |   0.9336  |       0.9400  |              3.6955  |
------------------------------------------------------------------------------------------------------
|       9  |      0  |      1.4248  |     0.7139  |   0.6337  |               |              0.3857  |
|          |      1  |      1.2637  |     0.7891  |   0.7423  |               |              0.7645  |
|          |      2  |      1.2031  |     0.8291  |   0.7916  |               |              1.1425  |
|          |      3  |      1.1592  |     0.8604  |   0.8267  |               |              1.4904  |
|          |      4  |      1.1396  |     0.8672  |   0.8608  |               |              1.8377  |
|          |      5  |      1.0986  |     0.8965  |   0.8714  |               |              2.1855  |
|          |      6  |      1.0410  |     0.9199  |   0.8842  |               |              2.5327  |
|          |      7  |      1.0146  |     0.9375  |   0.8911  |               |              2.8804  |
|          |      8  |      0.9634  |     0.9678  |   0.9239  |               |              3.2277  |
|          |      9  |      0.9448  |     0.9727  |   0.9305  |               |              3.5471  |
|          |   eval  |      0.9448  |     0.9727  |   0.9305  |       0.9392  |              3.6963  |
------------------------------------------------------------------------------------------------------
|      10  |      0  |      1.4209  |     0.7090  |   0.6250  |               |              0.3855  |
|          |      1  |      1.2471  |     0.8184  |   0.7937  |               |              0.7641  |
|          |      2  |      1.2285  |     0.8232  |   0.7162  |               |              1.1421  |
|          |      3  |      1.1504  |     0.8662  |   0.8437  |               |              1.4899  |
|          |      4  |      1.1279  |     0.8643  |   0.8577  |               |              1.8371  |
|          |      5  |      1.0811  |     0.9014  |   0.8625  |               |              2.1847  |
|          |      6  |      1.0527  |     0.9180  |   0.8724  |               |              2.5321  |
|          |      7  |      1.0049  |     0.9473  |   0.8931  |               |              2.8799  |
|          |      8  |      0.9585  |     0.9717  |   0.9231  |               |              3.2271  |
|          |      9  |      0.9512  |     0.9688  |   0.9333  |               |              3.5465  |
|          |   eval  |      0.9512  |     0.9688  |   0.9333  |       0.9420  |              3.6957  |
------------------------------------------------------------------------------------------------------
|      11  |      0  |      1.4219  |     0.7158  |   0.4666  |               |              0.3857  |
|          |      1  |      1.2334  |     0.8232  |   0.7642  |               |              0.7644  |
|          |      2  |      1.2100  |     0.8330  |   0.8046  |               |              1.1423  |
|          |      3  |      1.1436  |     0.8633  |   0.8421  |               |              1.4901  |
|          |      4  |      1.1279  |     0.8740  |   0.8710  |               |              1.8373  |
|          |      5  |      1.1094  |     0.8809  |   0.8616  |               |              2.1850  |
|          |      6  |      1.0332  |     0.9326  |   0.8888  |               |              2.5322  |
|          |      7  |      1.0371  |     0.9160  |   0.8938  |               |              2.8798  |
|          |      8  |      0.9644  |     0.9629  |   0.9113  |               |              3.2270  |
|          |      9  |      0.9399  |     0.9785  |   0.9325  |               |              3.5465  |
|          |   eval  |      0.9399  |     0.9785  |   0.9325  |       0.9385  |              3.6956  |
------------------------------------------------------------------------------------------------------
|      12  |      0  |      1.4404  |     0.7051  |   0.4792  |               |              0.3855  |
|          |      1  |      1.2920  |     0.7891  |   0.7077  |               |              0.7641  |
|          |      2  |      1.1689  |     0.8389  |   0.7804  |               |              1.1421  |
|          |      3  |      1.1328  |     0.8770  |   0.7863  |               |              1.4899  |
|          |      4  |      1.1299  |     0.8750  |   0.8381  |               |              1.8371  |
|          |      5  |      1.0771  |     0.8994  |   0.8626  |               |              2.1847  |
|          |      6  |      1.0557  |     0.9102  |   0.8873  |               |              2.5320  |
|          |      7  |      1.0010  |     0.9492  |   0.8931  |               |              2.8797  |
|          |      8  |      0.9780  |     0.9580  |   0.9255  |               |              3.2270  |
|          |      9  |      0.9419  |     0.9736  |   0.9323  |               |              3.5464  |
|          |   eval  |      0.9419  |     0.9736  |   0.9323  |       0.9403  |              3.6956  |
------------------------------------------------------------------------------------------------------
|      13  |      0  |      1.4238  |     0.7178  |   0.6252  |               |              0.3857  |
|          |      1  |      1.2520  |     0.8203  |   0.7644  |               |              0.7643  |
|          |      2  |      1.2129  |     0.8359  |   0.7114  |               |              1.1421  |
|          |      3  |      1.1602  |     0.8594  |   0.8299  |               |              1.4900  |
|          |      4  |      1.1318  |     0.8750  |   0.8327  |               |              1.8372  |
|          |      5  |      1.1104  |     0.8818  |   0.8385  |               |              2.1850  |
|          |      6  |      1.0430  |     0.9141  |   0.8847  |               |              2.5323  |
|          |      7  |      1.0078  |     0.9424  |   0.8860  |               |              2.8800  |
|          |      8  |      0.9673  |     0.9658  |   0.9248  |               |              3.2273  |
|          |      9  |      0.9351  |     0.9844  |   0.9353  |               |              3.5467  |
|          |   eval  |      0.9351  |     0.9844  |   0.9353  |       0.9418  |              3.6959  |
------------------------------------------------------------------------------------------------------
|      14  |      0  |      1.4258  |     0.7051  |   0.6963  |               |              0.3856  |
|          |      1  |      1.2725  |     0.8018  |   0.7898  |               |              0.7643  |
|          |      2  |      1.1924  |     0.8438  |   0.8337  |               |              1.1423  |
|          |      3  |      1.1709  |     0.8525  |   0.8198  |               |              1.4901  |
|          |      4  |      1.1318  |     0.8652  |   0.8455  |               |              1.8373  |
|          |      5  |      1.0967  |     0.8789  |   0.8516  |               |              2.1849  |
|          |      6  |      1.0322  |     0.9209  |   0.8932  |               |              2.5322  |
|          |      7  |      1.0225  |     0.9355  |   0.8994  |               |              2.8799  |
|          |      8  |      0.9824  |     0.9541  |   0.9230  |               |              3.2270  |
|          |      9  |      0.9429  |     0.9785  |   0.9335  |               |              3.5465  |
|          |   eval  |      0.9429  |     0.9785  |   0.9335  |       0.9404  |              3.6956  |
------------------------------------------------------------------------------------------------------
|      15  |      0  |      1.4395  |     0.7168  |   0.6605  |               |              0.3857  |
|          |      1  |      1.2275  |     0.8340  |   0.7560  |               |              0.7643  |
|          |      2  |      1.1973  |     0.8301  |   0.7450  |               |              1.1422  |
|          |      3  |      1.1719  |     0.8564  |   0.7878  |               |              1.4900  |
|          |      4  |      1.1387  |     0.8740  |   0.8052  |               |              1.8372  |
|          |      5  |      1.0986  |     0.8828  |   0.8539  |               |              2.1850  |
|          |      6  |      1.0557  |     0.9150  |   0.8935  |               |              2.5322  |
|          |      7  |      1.0146  |     0.9365  |   0.9032  |               |              2.8799  |
|          |      8  |      0.9653  |     0.9561  |   0.9222  |               |              3.2271  |
|          |      9  |      0.9487  |     0.9707  |   0.9333  |               |              3.5465  |
|          |   eval  |      0.9487  |     0.9707  |   0.9333  |       0.9407  |              3.6957  |
------------------------------------------------------------------------------------------------------
|      16  |      0  |      1.4590  |     0.7061  |   0.7014  |               |              0.3854  |
|          |      1  |      1.2900  |     0.7842  |   0.7503  |               |              0.7640  |
|          |      2  |      1.1943  |     0.8438  |   0.7870  |               |              1.1420  |
|          |      3  |      1.1445  |     0.8672  |   0.8352  |               |              1.4898  |
|          |      4  |      1.1416  |     0.8682  |   0.8632  |               |              1.8370  |
|          |      5  |      1.0977  |     0.8916  |   0.8534  |               |              2.1846  |
|          |      6  |      1.0361  |     0.9297  |   0.8892  |               |              2.5318  |
|          |      7  |      1.0166  |     0.9375  |   0.9060  |               |              2.8795  |
|          |      8  |      0.9707  |     0.9629  |   0.9176  |               |              3.2267  |
|          |      9  |      0.9341  |     0.9785  |   0.9324  |               |              3.5462  |
|          |   eval  |      0.9341  |     0.9785  |   0.9324  |       0.9399  |              3.6954  |
------------------------------------------------------------------------------------------------------
|      17  |      0  |      1.4541  |     0.6934  |   0.6283  |               |              0.3858  |
|          |      1  |      1.2549  |     0.8164  |   0.7246  |               |              0.7645  |
|          |      2  |      1.2148  |     0.8174  |   0.7595  |               |              1.1423  |
|          |      3  |      1.1338  |     0.8789  |   0.8393  |               |              1.4902  |
|          |      4  |      1.1211  |     0.8818  |   0.8622  |               |              1.8374  |
|          |      5  |      1.1045  |     0.8945  |   0.8737  |               |              2.1854  |
|          |      6  |      1.0479  |     0.9180  |   0.8833  |               |              2.5326  |
|          |      7  |      1.0127  |     0.9346  |   0.9104  |               |              2.8802  |
|          |      8  |      0.9766  |     0.9570  |   0.9262  |               |              3.2274  |
|          |      9  |      0.9375  |     0.9824  |   0.9330  |               |              3.5468  |
|          |   eval  |      0.9375  |     0.9824  |   0.9330  |       0.9397  |              3.6961  |
------------------------------------------------------------------------------------------------------
|      18  |      0  |      1.4707  |     0.6777  |   0.7112  |               |              0.3862  |
|          |      1  |      1.2422  |     0.8184  |   0.7996  |               |              0.7647  |
|          |      2  |      1.2227  |     0.8193  |   0.8160  |               |              1.1427  |
|          |      3  |      1.1494  |     0.8682  |   0.8331  |               |              1.4905  |
|          |      4  |      1.1348  |     0.8730  |   0.8599  |               |              1.8377  |
|          |      5  |      1.0762  |     0.9131  |   0.8555  |               |              2.1853  |
|          |      6  |      1.0615  |     0.9072  |   0.8850  |               |              2.5325  |
|          |      7  |      1.0088  |     0.9414  |   0.9036  |               |              2.8801  |
|          |      8  |      0.9814  |     0.9600  |   0.9219  |               |              3.2273  |
|          |      9  |      0.9395  |     0.9795  |   0.9321  |               |              3.5467  |
|          |   eval  |      0.9395  |     0.9795  |   0.9321  |       0.9393  |              3.6960  |
------------------------------------------------------------------------------------------------------
|      19  |      0  |      1.3994  |     0.7305  |   0.6116  |               |              0.3856  |
|          |      1  |      1.2754  |     0.7979  |   0.7507  |               |              0.7643  |
|          |      2  |      1.1729  |     0.8535  |   0.8193  |               |              1.1421  |
|          |      3  |      1.1426  |     0.8682  |   0.8239  |               |              1.4899  |
|          |      4  |      1.1172  |     0.8838  |   0.8671  |               |              1.8371  |
|          |      5  |      1.0947  |     0.8857  |   0.8379  |               |              2.1848  |
|          |      6  |      1.0605  |     0.9092  |   0.8977  |               |              2.5320  |
|          |      7  |      1.0166  |     0.9326  |   0.9001  |               |              2.8797  |
|          |      8  |      0.9751  |     0.9580  |   0.9229  |               |              3.2269  |
|          |      9  |      0.9355  |     0.9844  |   0.9363  |               |              3.5463  |
|          |   eval  |      0.9355  |     0.9844  |   0.9363  |       0.9408  |              3.6956  |
------------------------------------------------------------------------------------------------------
|      20  |      0  |      1.4111  |     0.7217  |   0.6827  |               |              0.3854  |
|          |      1  |      1.2725  |     0.8086  |   0.5230  |               |              0.7641  |
|          |      2  |      1.2314  |     0.8066  |   0.7265  |               |              1.1420  |
|          |      3  |      1.1709  |     0.8516  |   0.8385  |               |              1.4899  |
|          |      4  |      1.1182  |     0.8750  |   0.8720  |               |              1.8371  |
|          |      5  |      1.1035  |     0.8848  |   0.8241  |               |              2.1847  |
|          |      6  |      1.0410  |     0.9092  |   0.8935  |               |              2.5325  |
|          |      7  |      1.0127  |     0.9434  |   0.9004  |               |              2.8803  |
|          |      8  |      0.9614  |     0.9648  |   0.9226  |               |              3.2274  |
|          |      9  |      0.9390  |     0.9814  |   0.9336  |               |              3.5468  |
|          |   eval  |      0.9390  |     0.9814  |   0.9336  |       0.9398  |              3.6960  |
------------------------------------------------------------------------------------------------------
|      21  |      0  |      1.4141  |     0.7041  |   0.7018  |               |              0.3856  |
|          |      1  |      1.3115  |     0.7734  |   0.7500  |               |              0.7643  |
|          |      2  |      1.2051  |     0.8389  |   0.7579  |               |              1.1422  |
|          |      3  |      1.1396  |     0.8652  |   0.8284  |               |              1.4900  |
|          |      4  |      1.1289  |     0.8730  |   0.8498  |               |              1.8373  |
|          |      5  |      1.0967  |     0.8906  |   0.7926  |               |              2.1850  |
|          |      6  |      1.0420  |     0.9268  |   0.8860  |               |              2.5322  |
|          |      7  |      1.0361  |     0.9277  |   0.8908  |               |              2.8798  |
|          |      8  |      0.9766  |     0.9580  |   0.9183  |               |              3.2270  |
|          |      9  |      0.9458  |     0.9756  |   0.9326  |               |              3.5465  |
|          |   eval  |      0.9458  |     0.9756  |   0.9326  |       0.9393  |              3.6957  |
------------------------------------------------------------------------------------------------------
|      22  |      0  |      1.4297  |     0.7227  |   0.6258  |               |              0.3856  |
|          |      1  |      1.2695  |     0.8018  |   0.6944  |               |              0.7641  |
|          |      2  |      1.1904  |     0.8350  |   0.7728  |               |              1.1421  |
|          |      3  |      1.1328  |     0.8809  |   0.8094  |               |              1.4900  |
|          |      4  |      1.1484  |     0.8574  |   0.7900  |               |              1.8388  |
|          |      5  |      1.1094  |     0.8916  |   0.8512  |               |              2.1864  |
|          |      6  |      1.0459  |     0.9209  |   0.8943  |               |              2.5336  |
|          |      7  |      1.0215  |     0.9346  |   0.9036  |               |              2.8813  |
|          |      8  |      0.9741  |     0.9629  |   0.9235  |               |              3.2285  |
|          |      9  |      0.9580  |     0.9707  |   0.9336  |               |              3.5480  |
|          |   eval  |      0.9580  |     0.9707  |   0.9336  |       0.9392  |              3.6972  |
------------------------------------------------------------------------------------------------------
|      23  |      0  |      1.4004  |     0.7236  |   0.5767  |               |              0.3856  |
|          |      1  |      1.2441  |     0.8184  |   0.7609  |               |              0.7643  |
|          |      2  |      1.1895  |     0.8408  |   0.7350  |               |              1.1421  |
|          |      3  |      1.2070  |     0.8320  |   0.6272  |               |              1.4899  |
|          |      4  |      1.1152  |     0.8916  |   0.8565  |               |              1.8372  |
|          |      5  |      1.1230  |     0.8750  |   0.8532  |               |              2.1849  |
|          |      6  |      1.0488  |     0.9248  |   0.8939  |               |              2.5321  |
|          |      7  |      1.0068  |     0.9404  |   0.8786  |               |              2.8797  |
|          |      8  |      0.9800  |     0.9609  |   0.9211  |               |              3.2269  |
|          |      9  |      0.9512  |     0.9736  |   0.9344  |               |              3.5464  |
|          |   eval  |      0.9512  |     0.9736  |   0.9344  |       0.9396  |              3.6956  |
------------------------------------------------------------------------------------------------------
|      24  |      0  |      1.4111  |     0.7227  |   0.7117  |               |              0.3855  |
|          |      1  |      1.2529  |     0.8125  |   0.7688  |               |              0.7641  |
|          |      2  |      1.1758  |     0.8467  |   0.7669  |               |              1.1421  |
|          |      3  |      1.1670  |     0.8564  |   0.7998  |               |              1.4899  |
|          |      4  |      1.1689  |     0.8496  |   0.8415  |               |              1.8371  |
|          |      5  |      1.0869  |     0.9092  |   0.8524  |               |              2.1847  |
|          |      6  |      1.0625  |     0.9150  |   0.8926  |               |              2.5320  |
|          |      7  |      1.0166  |     0.9365  |   0.8893  |               |              2.8797  |
|          |      8  |      0.9746  |     0.9629  |   0.9214  |               |              3.2269  |
|          |      9  |      0.9399  |     0.9834  |   0.9333  |               |              3.5463  |
|          |   eval  |      0.9399  |     0.9834  |   0.9333  |       0.9389  |              3.6955  |
------------------------------------------------------------------------------------------------------
Mean: 0.9401    Std: 0.0009
/workspace/ese-3060-project/logs/bf2031ee-2c96-41cb-b166-a3ed545d3ffc/log.pt
